lr,batch_size,optimizer,optimizer__weight_decay,module__hidden_layers,module__dropout,module__use_batchnorm,valid_loss,test_loss,test_loss_a,test_loss_w,status,error
0.0005,128,<class 'torch.optim.adamw.AdamW'>,1e-05,"[64, 32, 32]",0.2,True,0.3860341788588793,0.5478004430748983,0.8781388726553105,0.4421330313787352,success,
0.0005,128,<class 'torch.optim.adam.Adam'>,1e-05,"[256, 128, 64]",0.4,True,0.3097833614669699,0.5278650631609948,0.8340872784140133,0.4313068827584802,success,
0.001,256,<class 'torch.optim.adamw.AdamW'>,1e-05,"[256, 128, 64]",0.4,True,0.2874845672391797,0.513152062622755,0.8130834242675932,0.4183189231327526,success,
0.0001,256,<class 'torch.optim.adamw.AdamW'>,1e-05,"[256, 256, 128, 64, 32]",0.2,False,0.41626663212619,0.6078560449336416,0.8480430927998028,0.5402168639097288,success,
0.0001,512,<class 'torch.optim.adamw.AdamW'>,0.0,"[128, 128, 64, 64, 32]",0.2,False,0.43297175201570703,0.6520323334853376,0.8675539811329572,0.5936479613600463,success,
0.0001,512,<class 'torch.optim.adam.Adam'>,1e-05,"[128, 128, 64, 32]",0.3,False,0.4467176335029391,0.6203183677746402,0.8629739883182803,0.5521466634850489,success,
0.001,128,<class 'torch.optim.adam.Adam'>,0.0001,"[128, 128, 64, 64, 32]",0.4,False,0.3358407000987077,0.5913948284290119,0.8464657543993342,0.5179795333844691,success,
0.0005,256,<class 'torch.optim.adamw.AdamW'>,0.0,"[128, 128, 64, 64, 32]",0.3,True,0.48188602082703735,0.5822100867818286,1.005216297385649,0.4357195716063507,success,
0.001,512,<class 'torch.optim.radam.RAdam'>,0.0001,"[256, 256, 128, 64, 32]",0.2,False,0.3231767562580496,0.5556009998079081,0.8067491556169261,0.48240165184046746,success,
0.0005,128,<class 'torch.optim.adamw.AdamW'>,1e-05,"[256, 128, 64]",0.4,False,0.3077340781428829,0.5895069900824067,0.8262286525772595,0.5225854025758778,success,
0.0005,256,<class 'torch.optim.radam.RAdam'>,0.0001,"[256, 128, 64]",0.4,True,0.3406842405372158,0.5459080760464732,0.8627049018551958,0.44600321776730767,success,
0.0005,256,<class 'torch.optim.adamw.AdamW'>,0.0001,"[256, 256, 128, 64, 32]",0.2,True,0.27304279680897736,0.5384573574122236,0.8154201209894708,0.45460586726716573,success,
0.0001,256,<class 'torch.optim.adamw.AdamW'>,0.0,"[128, 64, 32]",0.3,True,0.4235102541102562,0.5808672183375363,0.9281043050301555,0.47015880828255247,success,
0.0001,256,<class 'torch.optim.adam.Adam'>,1e-05,"[256, 128, 64, 32]",0.4,False,0.49603309301098725,0.6140294374232454,0.9203914118013136,0.5221497618777796,success,
0.0001,128,<class 'torch.optim.adam.Adam'>,0.0,"[256, 128, 64]",0.0,False,0.3374761997387611,0.5693578312236983,0.8985355136387615,0.46568804003012704,success,
0.001,128,<class 'torch.optim.radam.RAdam'>,0.0,"[128, 128, 64, 32]",0.2,False,0.29415186362119383,0.5490949029854716,0.8187266943756615,0.4686198200572633,success,
0.0005,128,<class 'torch.optim.adam.Adam'>,0.0001,"[64, 32, 32]",0.2,False,0.3409453519242987,0.5480764869635261,0.81367290964009,0.46911730344991526,success,
0.001,128,<class 'torch.optim.radam.RAdam'>,0.0,"[256, 128, 64]",0.4,False,0.2852302881918753,0.5410634807478674,0.8256576378906184,0.45428376962079825,success,
0.001,256,<class 'torch.optim.radam.RAdam'>,0.0001,"[256, 256, 128, 64, 32]",0.3,True,0.2725861944572802,0.5275958840469387,0.80736485342139,0.4420623789267619,success,
0.001,256,<class 'torch.optim.adamw.AdamW'>,1e-05,"[64, 32, 32]",0.2,True,0.35824987453264223,0.5371677776264212,0.8450925161469633,0.4404880650772935,success,
0.001,128,<class 'torch.optim.adam.Adam'>,1e-05,"[256, 256, 128, 64, 32]",0.3,False,0.28901735430413306,0.5664323806270576,0.8286433665723473,0.4895018477283039,success,
0.0005,256,<class 'torch.optim.adamw.AdamW'>,1e-05,"[256, 128, 64]",0.0,True,0.23597062331449337,0.6039215504816213,0.8131556144649014,0.5466971296008287,success,
0.001,128,<class 'torch.optim.adamw.AdamW'>,0.0,"[128, 128, 64, 32]",0.2,False,0.28927129765904325,0.5429668947982801,0.7849636010198163,0.4727052705617593,success,
0.0001,256,<class 'torch.optim.adam.Adam'>,0.0,"[256, 256, 128, 64, 32]",0.3,False,0.42227602794390223,0.6123370854266038,0.8752932298986653,0.5367379385291852,success,
0.001,128,<class 'torch.optim.adam.Adam'>,0.0001,"[256, 256, 128, 64, 32]",0.2,True,0.2430427411267212,0.5377187843886722,0.8129285466335298,0.45452845644409123,success,
0.0001,256,<class 'torch.optim.adamw.AdamW'>,0.0001,"[256, 256, 128, 64, 32]",0.3,True,0.46840627543105456,0.6239631454629178,0.9499242336466105,0.5247886136924084,success,
0.001,512,<class 'torch.optim.adamw.AdamW'>,1e-05,"[256, 256, 128, 64, 32]",0.2,False,0.28558426790107483,0.5709559158997225,0.8077848954605493,0.5034675477471027,success,
0.0001,256,<class 'torch.optim.adam.Adam'>,0.0001,"[256, 128, 64, 32]",0.2,False,0.4205354067878756,0.6048761335533906,0.8507089050694574,0.5351749786397989,success,
0.0005,512,<class 'torch.optim.adamw.AdamW'>,0.0,"[256, 128, 64]",0.2,True,0.3063911455375849,0.5496461850542366,0.8276521944185463,0.46592007953012515,success,
0.0005,256,<class 'torch.optim.adamw.AdamW'>,0.0001,"[64, 32, 32]",0.3,True,0.5454470590519094,0.5904216456066997,1.019404344929986,0.4418597035399059,success,
0.0005,256,<class 'torch.optim.adamw.AdamW'>,1e-05,"[128, 128, 64, 64, 32]",0.3,False,0.3145204960232102,0.5972609751791736,0.8516526658511798,0.5242786425805422,success,
0.0001,256,<class 'torch.optim.radam.RAdam'>,1e-05,"[256, 128, 64]",0.2,True,0.35465776612271394,0.568906436834548,0.8638041005810265,0.479405812922852,success,
0.0005,512,<class 'torch.optim.adam.Adam'>,0.0001,"[128, 128, 64, 32]",0.4,False,0.36574411326266987,0.6058821188599022,0.84386015975184,0.538960107366131,success,
0.001,256,<class 'torch.optim.radam.RAdam'>,0.0001,"[64, 32, 32]",0.3,True,0.5601501526355676,0.5968938931562983,1.0579064663730198,0.4322844822864989,success,
0.0001,256,<class 'torch.optim.radam.RAdam'>,0.0,"[256, 128, 64]",0.4,True,0.3941392182592428,0.5736138181077595,0.9068195505131649,0.4684964197416725,success,
0.001,256,<class 'torch.optim.radam.RAdam'>,0.0,"[64, 32, 32]",0.4,True,0.5222333438811028,0.5955938331041752,1.0078003350450584,0.45602675221330313,success,
0.0005,512,<class 'torch.optim.radam.RAdam'>,0.0,"[256, 256, 128, 64, 32]",0.0,True,0.22727797853283419,0.6345061443409229,0.8446009212368782,0.5775722221013178,success,
0.001,512,<class 'torch.optim.radam.RAdam'>,0.0,"[128, 64, 32]",0.0,False,0.33942025263961323,0.5741737327704983,0.9118367326119792,0.46717020782612123,success,
0.0005,512,<class 'torch.optim.adam.Adam'>,1e-05,"[128, 128, 64, 32]",0.0,True,0.23704125171683976,0.6143495571864844,0.8734448303726776,0.5402058014849446,success,
0.001,256,<class 'torch.optim.adam.Adam'>,0.0,"[64, 32, 32]",0.3,True,0.5568356754271414,0.5960202502701829,1.043331516509168,0.43863105441919725,success,
0.001,512,<class 'torch.optim.adam.Adam'>,1e-05,"[256, 128, 64]",0.3,False,0.3139295031558378,0.6034676737552809,0.8422642185027587,0.5361970210152094,success,
0.0005,512,<class 'torch.optim.radam.RAdam'>,0.0,"[128, 128, 64, 32]",0.4,True,0.4878540370205918,0.5968350935398684,1.0084237284750233,0.45770086561205203,success,
0.001,512,<class 'torch.optim.radam.RAdam'>,0.0001,"[256, 128, 64]",0.0,False,0.304518394898042,0.5735108915402398,0.8839131092977207,0.47796830738418217,success,
0.0005,256,<class 'torch.optim.radam.RAdam'>,1e-05,"[256, 128, 64]",0.0,True,0.24180233361353673,0.6250805755601122,0.8781133968547138,0.5534079240932799,success,
0.001,256,<class 'torch.optim.adamw.AdamW'>,1e-05,"[128, 128, 64, 64, 32]",0.2,True,0.2994954450420343,0.5569992354538745,0.8183091219019439,0.4800425022043322,success,
0.001,128,<class 'torch.optim.adam.Adam'>,1e-05,"[256, 128, 64]",0.2,True,0.23845052484031895,0.55096625459962,0.8099192867763062,0.47466374510723996,success,
0.0001,128,<class 'torch.optim.adam.Adam'>,0.0,"[128, 128, 64, 64, 32]",0.3,True,0.6402882276002848,0.6263775823725664,1.1292345015376863,0.4430598140745547,success,
0.0005,256,<class 'torch.optim.adam.Adam'>,0.0,"[256, 256, 128, 64, 32]",0.4,False,0.3550516001311206,0.602423535763783,0.846264667527114,0.533355860331788,success,
0.001,128,<class 'torch.optim.adamw.AdamW'>,0.0,"[64, 32, 32]",0.2,False,0.3299748089768361,0.5429859772309725,0.7992818656285086,0.4673738057991678,success,
