combi_name,valid_loss,test_loss,status,error
SEB,0.1934961199981448,0.6027916697285692,success,
SEB_hug,0.2316635397741729,0.537832521114233,success,
SEB_full_OGGM,0.19913409236513968,0.5464248384544043,success,
All_variables,0.23411240776953154,0.5414651301708284,success,
