stake,yr,d1,d2,d3,lat,lon,elevation,rhow,rhos,bw_stratigraphic,bs_stratigraphic,ba_stratigraphic,bw_floating_date,bs_floating_date,ba_floating_date,RGIId,GLIMSId,Name
B13,2007,23/09/2006,10/05/2007,07/10/2007,64.57544774,-16.32953241,1212.53,554,,1.26,-1.89,-0.63,1.19,-1.75,-0.56,RGI60-06.00377,G343733E64587N,Bruarjoekull
B13,2008,07/10/2007,03/05/2008,02/10/2008,64.57546489,-16.32950295,1213.65,437,,1.386,-1.89,-0.504,1.246,-1.8025,-0.5565,RGI60-06.00377,G343733E64587N,Bruarjoekull
B13,2009,02/10/2008,14/05/2009,14/10/2009,64.57542241,-16.32945282,1214.01,479.6,,1.396,-1.4935,-0.0975,1.3085,-1.3325,-0.024,RGI60-06.00377,G343733E64587N,Bruarjoekull
B13,2010,14/10/2009,05/05/2010,07/10/2010,64.57527902,-16.32978356,1214.91,492,,1.41,-2.71,-1.3,1.249,-2.675,-1.426,RGI60-06.00377,G343733E64587N,Bruarjoekull
B13,2011,07/10/2010,06/05/2011,20/10/2011,64.57496309,-16.32951281,1214.6,551,600,1.72,-0.93,0.79,1.685,-0.72,0.965,RGI60-06.00377,G343733E64587N,Bruarjoekull
B13,2012,20/10/2011,09/05/2012,09/10/2012,64.57537151,-16.32934441,1214.558131,520,,1.455,-2.31,-0.855,1.245,-2.0125,-0.7675,RGI60-06.00377,G343733E64587N,Bruarjoekull
B13,2013,09/10/2012,06/05/2013,03/10/2013,64.57516326,-16.32919383,1215.29,436,,1.507,-1.612,-0.105,1.2095,-1.5525,-0.343,RGI60-06.00377,G343733E64587N,Bruarjoekull
B13,2014,03/10/2013,06/05/2014,12/10/2014,64.575296,-16.32886518,1215.53,506,600,1.751,-1.691,0.06,1.6915,-1.558,0.1335,RGI60-06.00377,G343733E64587N,Bruarjoekull
B13,2015,12/10/2014,11/05/2015,23/10/2015,64.575296,-16.32886518,1215.53,476,600,2.087,-0.803,1.284,1.954,-0.74,1.214,RGI60-06.00377,G343733E64587N,Bruarjoekull
B13,2016,23/10/2015,07/05/2016,11/10/2016,64.57544109,-16.32841584,1218.2,473,600,1.54,-1.49,0.05,1.477,-1.3885,0.0885,RGI60-06.00377,G343733E64587N,Bruarjoekull
B13,2017,11/10/2016,04/05/2017,24/10/2017,64.5754372,-16.32833998,1218.44,551,,1.423,-1.637,-0.214,1.3215,-1.518,-0.1965,RGI60-06.00377,G343733E64587N,Bruarjoekull
B13,2018,24/10/2017,10/05/2018,09/10/2018,64.57560885,-16.3282609,1219.538167,458,600,1.58,-1.202,0.378,1.461,-1.0095,0.4515,RGI60-06.00377,G343733E64587N,Bruarjoekull
B13,2019,09/10/2018,03/05/2019,19/10/2019,64.57646995,-16.32759338,1218.24,542,,1.77776,-1.819,-0.04124,1.58526,-1.665,-0.07974,RGI60-06.00377,G343733E64587N,Bruarjoekull
B13,2020,19/10/2019,01/05/2020,09/10/2020,64.57629428,-16.32737276,1220.89,458,,1.59,-1.6,-0.01,1.436,-1.4425,-0.0065,RGI60-06.00377,G343733E64587N,Bruarjoekull
B13,2021,09/10/2020,02/05/2021,15/10/2021,64.57625164,-16.32759544,1222.21,476,,1.61,-2.182,-0.572,1.4525,-1.9615,-0.509,RGI60-06.00377,G343733E64587N,Bruarjoekull
B13,2022,15/10/2021,03/05/2022,17/10/2022,64.57626182,-16.32721241,1222.06,509,600,1.757,-1.553,0.204,1.5365,-1.3535,0.183,RGI60-06.00377,G343733E64587N,Bruarjoekull
B14,1993,,30/04/1993,24/09/1993,64.52445245,-16.41726253,1313.2,450.1347709,600,1.67,-0.02,1.65,1.67,-0.02,1.65,RGI60-06.00377,G343733E64587N,Bruarjoekull
B14,1994,25/09/1993,08/05/1994,15/09/1994,64.52568992,-16.41565031,1315,513.5802469,600,2.08,-0.78,1.3,2.08,-0.78,1.3,RGI60-06.00377,G343733E64587N,Bruarjoekull
B14,1995,15/09/1994,11/06/1995,28/09/1995,64.52606794,-16.41534756,1314.7,460.8938547,600,1.65,-1.362,0.288,1.65,-1.3375,0.3125,RGI60-06.00377,G343733E64587N,Bruarjoekull
B14,1996,28/09/1995,05/05/1996,06/09/1996,64.52566667,-16.41466667,1310,448.0519481,600,1.725,-0.865,0.86,1.7005,-0.865,0.8355,RGI60-06.00377,G343733E64587N,Bruarjoekull
B14,1997,06/09/1996,17/05/1997,19/09/1997,64.52593291,-16.41471361,1314.7,436.8231047,,1.21,-1.762,-0.552,1.21,-1.727,-0.517,RGI60-06.00377,G343733E64587N,Bruarjoekull
B14,1998,19/09/1997,03/05/1998,26/09/1998,64.5258185,-16.41403683,1310,445.4212454,,1.216,-1.408,-0.192,1.181,-1.268,-0.087,RGI60-06.00377,G343733E64587N,Bruarjoekull
B14,1999,26/09/1998,06/05/1999,22/09/1999,64.52606667,-16.41358333,1311,447.0588235,600,1.52,-1.135,0.385,1.38,-1.072,0.308,RGI60-06.00377,G343733E64587N,Bruarjoekull
B14,2000,22/09/1999,06/05/2000,14/09/2000,64.52616667,-16.41316667,1310,470,,1.696,-1.966,-0.27,1.633,-1.966,-0.333,RGI60-06.00377,G343733E64587N,Bruarjoekull
B14,2001,14/09/2000,03/05/2001,17/09/2001,64.52641667,-16.41281667,1310,429.9120235,600,1.466,-1.106,0.36,1.466,-1.106,0.36,RGI60-06.00377,G343733E64587N,Bruarjoekull
B14,2002,17/09/2001,03/05/2002,14/09/2002,64.52637264,-16.41306294,1312.1,470.4433498,600,1.91,-0.59,1.32,1.91,-0.59,1.32,RGI60-06.00377,G343733E64587N,Bruarjoekull
B14,2003,14/09/2002,07/05/2003,28/09/2003,64.52660461,-16.41269314,1312,540,600,2.233,-1.918,0.315,2.233,-1.8305,0.4025,RGI60-06.00377,G343733E64587N,Bruarjoekull
B14,2004,28/09/2003,28/04/2004,27/09/2004,64.52684505,-16.41216943,1310.74,494.0104167,600,1.897,-1.531,0.366,1.8095,-1.433,0.3765,RGI60-06.00377,G343733E64587N,Bruarjoekull
B14,2005,27/09/2004,03/05/2005,05/10/2005,64.52691554,-16.41216242,1310.455,430.5785124,,1.042,-2.077,-1.035,0.944,-1.895,-0.951,RGI60-06.00377,G343733E64587N,Bruarjoekull
B14,2006,05/10/2005,30/04/2006,23/09/2006,64.52723231,-16.41139373,1310.96,520,600,1.63,-1.426,0.204,1.448,-1.3665,0.0815,RGI60-06.00377,G343733E64587N,Bruarjoekull
B14,2007,23/09/2006,10/05/2007,07/10/2007,64.52744159,-16.41128187,1311.68,488,600,1.678,-1.594,0.084,1.6185,-1.4435,0.175,RGI60-06.00377,G343733E64587N,Bruarjoekull
B14,2008,07/10/2007,03/05/2008,02/10/2008,64.52745093,-16.41132289,1312.46,495,600,1.895,-1.535,0.36,1.7445,-1.465,0.2795,RGI60-06.00377,G343733E64587N,Bruarjoekull
B14,2009,02/10/2008,14/05/2009,14/10/2009,64.52733275,-16.41149404,1312.87,446,600,1.678,-0.76,0.918,1.608,-0.564,1.044,RGI60-06.00377,G343733E64587N,Bruarjoekull
B14,2010,14/10/2009,05/05/2010,07/10/2010,64.5273968,-16.41158781,1313.38,490,,1.82,-2.238,-0.418,1.624,-2.1505,-0.5265,RGI60-06.00377,G343733E64587N,Bruarjoekull
B14,2011,07/10/2010,06/05/2011,20/10/2011,64.52740508,-16.41153303,1312.64,511.1,600,1.815,-1.1,0.715,1.7275,-0.876,0.8515,RGI60-06.00377,G343733E64587N,Bruarjoekull
B14,2012,20/10/2011,10/05/2012,10/10/2012,64.52732686,-16.41160281,1314.292825,487,,1.56,-1.67,-0.11,1.336,-1.446,-0.11,RGI60-06.00377,G343733E64587N,Bruarjoekull
B14,2013,10/10/2012,06/05/2013,03/10/2013,64.52731214,-16.41161317,1314.26,468,600,1.745,-1.037,0.708,1.521,-0.981,0.54,RGI60-06.00377,G343733E64587N,Bruarjoekull
B14,2014,03/10/2013,05/05/2014,12/10/2014,64.52732974,-16.41174576,1315.3,497,600,2.087,-1.355,0.732,2.031,-1.103,0.928,RGI60-06.00377,G343733E64587N,Bruarjoekull
B14,2015,12/10/2014,10/05/2015,23/10/2015,64.52732974,-16.41174576,1315.3,497,600,2.49,-0.69,1.8,2.238,-0.55,1.688,RGI60-06.00377,G343733E64587N,Bruarjoekull
B14,2016,23/10/2015,07/05/2016,10/10/2016,64.52723596,-16.41164627,1319.34,470,600,1.681,-1.261,0.42,1.541,-1.1105,0.4305,RGI60-06.00377,G343733E64587N,Bruarjoekull
B14,2017,10/10/2016,04/05/2017,24/10/2017,64.52725571,-16.41170214,1320.01,519,600,2.21,-0.728,1.482,2.0595,-0.6125,1.447,RGI60-06.00377,G343733E64587N,Bruarjoekull
B14,2018,24/10/2017,09/05/2018,09/10/2018,64.52723781,-16.41179564,1321.440641,485,600,1.864,-1.093,0.771,1.7485,-0.855,0.8935,RGI60-06.00377,G343733E64587N,Bruarjoekull
B14,2019,09/10/2018,03/05/2019,19/10/2019,64.52739313,-16.41173598,1322.44,522,600,2.01492,-1.75092,0.264,1.77692,-1.48842,0.2885,RGI60-06.00377,G343733E64587N,Bruarjoekull
B14,2020,19/10/2019,30/04/2020,09/10/2020,64.52734428,-16.41169997,1320.64,468,600,1.76,-1.07,0.69,1.4975,-0.895,0.6025,RGI60-06.00377,G343733E64587N,Bruarjoekull
B14,2021,09/10/2020,01/05/2021,15/10/2021,64.52744191,-16.41184955,1322.77,477,,1.655,-1.707,-0.052,1.48,-1.532,-0.052,RGI60-06.00377,G343733E64587N,Bruarjoekull
B14,2022,15/10/2021,03/05/2022,17/10/2022,64.52743041,-16.41176266,1323.09,509,600,2.131,-1.117,1.014,1.956,-0.9735,0.9825,RGI60-06.00377,G343733E64587N,Bruarjoekull
B15,1993,,30/04/1993,24/09/1993,64.47090556,-16.51732119,1408.5,489.2966361,600,1.6,0.195,1.795,1.6,0.195,1.795,RGI60-06.00377,G343733E64587N,Bruarjoekull
B15,2007,,10/05/2007,07/10/2007,64.47506632,-16.500009,1395.86,481,600,1.877,-1.331,0.546,1.877,-1.142,0.735,RGI60-06.00377,G343733E64587N,Bruarjoekull
B15,2008,07/10/2007,03/05/2008,02/10/2008,64.47507547,-16.5000454,1396.63,473,600,1.854,-0.856,0.998,1.665,-0.751,0.914,RGI60-06.00377,G343733E64587N,Bruarjoekull
B15,2009,02/10/2008,14/05/2009,14/10/2009,64.47502149,-16.499902,1396.6,447,600,1.851,-0.675,1.176,1.746,-0.4755,1.2705,RGI60-06.00377,G343733E64587N,Bruarjoekull
B15,2010,14/10/2009,05/05/2010,07/10/2010,64.47506036,-16.49990135,1396.71,494,,1.68,-2.16,-0.48,1.4805,-1.985,-0.5045,RGI60-06.00377,G343733E64587N,Bruarjoekull
B15,2011,07/10/2010,06/05/2011,20/10/2011,64.47502451,-16.49988383,1400.93,504,600,2.344,-0.91,1.434,2.169,-0.546,1.623,RGI60-06.00377,G343733E64587N,Bruarjoekull
B15,2012,20/10/2011,10/05/2012,10/10/2012,64.47474203,-16.50011739,1399.087146,498.6,600,2.373,-1.539,0.834,2.009,-1.3115,0.6975,RGI60-06.00377,G343733E64587N,Bruarjoekull
B15,2013,10/10/2012,06/05/2013,03/10/2013,64.47471153,-16.50011353,1398.64,466,600,1.65,-0.996,0.654,1.4225,-0.926,0.4965,RGI60-06.00377,G343733E64587N,Bruarjoekull
B15,2014,03/10/2013,05/05/2014,12/10/2014,64.47478969,-16.50026949,1399.78,470.7,600,2.066,-1.034,1.032,1.996,-0.7365,1.2595,RGI60-06.00377,G343733E64587N,Bruarjoekull
B15,2015,12/10/2014,10/05/2015,23/10/2015,64.47478969,-16.50026949,1399.78,482,600,2.57,-0.194,2.376,2.2725,-0.054,2.2185,RGI60-06.00377,G343733E64587N,Bruarjoekull
B15,2016,23/10/2015,06/05/2016,11/10/2016,64.47479182,-16.50027304,1403.43,497,600,1.899,-1.341,0.558,1.759,-1.0505,0.7085,RGI60-06.00377,G343733E64587N,Bruarjoekull
B15,2017,11/10/2016,04/05/2017,24/10/2017,64.47479987,-16.50026127,1404.07,509.9,600,2.32,-0.591,1.729,2.0295,-0.4335,1.596,RGI60-06.00377,G343733E64587N,Bruarjoekull
B15,2018,24/10/2017,09/05/2018,09/10/2018,64.47481171,-16.50032615,1405.083986,463,600,1.92,-0.72,1.2,1.7625,-0.524,1.2385,RGI60-06.00377,G343733E64587N,Bruarjoekull
B15,2019,09/10/2018,03/05/2019,19/10/2019,64.47486268,-16.50041698,1405.81,509.2,600,2.296492,-1.504492,0.792,2.100492,-1.189492,0.911,RGI60-06.00377,G343733E64587N,Bruarjoekull
B15,2020,19/10/2019,30/04/2020,09/10/2020,64.47487376,-16.50044572,1403.61,477,600,2.19,-0.942,1.248,1.875,-0.753,1.122,RGI60-06.00377,G343733E64587N,Bruarjoekull
B15,2021,09/10/2020,01/05/2021,15/10/2021,64.47489344,-16.50035735,1405.27,478,600,1.872,-1.53,0.342,1.683,-1.25,0.433,RGI60-06.00377,G343733E64587N,Bruarjoekull
B15,2022,15/10/2021,03/05/2022,17/10/2022,64.47511997,-16.5005328,1405.4,512,600,2.864,-1.016,1.848,2.584,-0.883,1.701,RGI60-06.00377,G343733E64587N,Bruarjoekull
B17,1993,,01/05/1993,24/09/1993,64.61169389,-16.48183471,1208,440,600,0.99,-0.74,0.25,0.99,-0.74,0.25,RGI60-06.00377,G343733E64587N,Bruarjoekull
B17,1996,,05/05/1996,06/09/1996,64.61216667,-16.482,1210,439.5424837,600,1.345,-1.23,0.115,1.345,-1.23,0.115,RGI60-06.00377,G343733E64587N,Bruarjoekull
B17,1997,06/09/1996,18/05/1997,,64.61194772,-16.48122731,1214.6,473.1182796,,0.88,,,0.88,,,RGI60-06.00377,G343733E64587N,Bruarjoekull
B17,1998,,03/05/1998,26/09/1998,64.61177533,-16.48126467,1210,493.0894309,,1.213,-2.094,-0.881,1.213,-1.919,-0.706,RGI60-06.00377,G343733E64587N,Bruarjoekull
B17,1999,26/09/1998,06/05/1999,,64.61203333,-16.48095,1213,468.7898089,,1.472,,,1.297,,,RGI60-06.00377,G343733E64587N,Bruarjoekull
B17,2000,08/11/1999,06/05/2000,14/09/2000,64.612,-16.48016667,1210,450,,0.973,-2.991,-2.018,0.973,-2.991,-2.018,RGI60-06.00377,G343733E64587N,Bruarjoekull
B17,2001,14/09/2000,01/05/2001,17/09/2001,64.612,-16.47976667,1212,442.8985507,600,1.528,-1.384,0.144,1.528,-1.384,0.144,RGI60-06.00377,G343733E64587N,Bruarjoekull
B17,2002,17/09/2001,04/05/2002,13/09/2002,64.61201397,-16.47982334,1216.1,429.0983607,,1.047,-1.668,-0.621,1.047,-1.668,-0.621,RGI60-06.00377,G343733E64587N,Bruarjoekull
B17,2003,13/09/2002,08/05/2003,30/09/2003,64.61194255,-16.47968313,1214,480,,1.262,-2.486,-1.224,1.262,-2.3985,-1.1365,RGI60-06.00377,G343733E64587N,Bruarjoekull
B17,2004,30/09/2003,28/04/2004,27/09/2004,64.61195188,-16.48001854,1212.4,493.6363636,,1.086,-2.49,-1.404,0.9985,-2.406,-1.4075,RGI60-06.00377,G343733E64587N,Bruarjoekull
B17,2005,27/09/2004,04/05/2005,05/10/2005,64.61201523,-16.48016385,1213.27,514.673913,,0.947,-3.16,-2.213,0.863,-2.859,-1.996,RGI60-06.00377,G343733E64587N,Bruarjoekull
B17,2006,05/10/2005,30/04/2006,23/09/2006,64.61225582,-16.48012666,1213.99,466,,1.127,-2.525,-1.398,0.826,-2.525,-1.699,RGI60-06.00377,G343733E64587N,Bruarjoekull
B17,2007,23/09/2006,10/05/2007,07/10/2007,64.61233613,-16.48023986,1213.01,522,,1.07,-2.105,-1.035,1.07,-1.965,-0.895,RGI60-06.00377,G343733E64587N,Bruarjoekull
B17,2008,07/10/2007,03/05/2008,02/10/2008,64.61223284,-16.48010579,1213.72,423,,1.224,-2.214,-0.99,1.084,-2.144,-1.06,RGI60-06.00377,G343733E64587N,Bruarjoekull
B17,2009,02/10/2008,14/05/2009,14/10/2009,64.6121903,-16.48017499,1213.44,458,,1.077,-1.68,-0.603,1.007,-1.519,-0.512,RGI60-06.00377,G343733E64587N,Bruarjoekull
B17,2010,14/10/2009,06/05/2010,07/10/2010,64.61221793,-16.48012662,1213.79,500,,1.271,-2.966,-1.695,1.11,-2.9485,-1.8385,RGI60-06.00377,G343733E64587N,Bruarjoekull
B17,2011,07/10/2010,06/05/2011,20/10/2011,64.61218218,-16.48004148,1210.7,554,600,1.27,-0.8,0.47,1.2525,-0.695,0.5575,RGI60-06.00377,G343733E64587N,Bruarjoekull
B17,2012,20/10/2011,09/05/2012,09/10/2012,64.61227985,-16.48003554,1212.380578,530,,0.987,-2.769,-1.782,0.882,-2.4995,-1.6175,RGI60-06.00377,G343733E64587N,Bruarjoekull
B17,2013,09/10/2012,06/05/2013,03/10/2013,64.61223566,-16.47996666,1212.6,438,,1.335,-2.325,-0.99,1.0655,-2.3075,-1.242,RGI60-06.00377,G343733E64587N,Bruarjoekull
B17,2014,03/10/2013,06/05/2014,12/10/2014,64.61223416,-16.47985764,1212.83,495.9,600,1.74,-1.548,0.192,1.7225,-1.415,0.3075,RGI60-06.00377,G343733E64587N,Bruarjoekull
B17,2015,12/10/2014,10/05/2015,23/10/2015,64.61223416,-16.47985764,1212.83,469,600,1.895,-1.312,0.583,1.762,-1.2595,0.5025,RGI60-06.00377,G343733E64587N,Bruarjoekull
B17,2016,23/10/2015,07/05/2016,10/10/2016,64.6122482,-16.4799335,1214.98,510,600,1.77,-1.71,0.06,1.7175,-1.6225,0.095,RGI60-06.00377,G343733E64587N,Bruarjoekull
B17,2017,10/10/2016,04/05/2017,24/10/2017,64.61233825,-16.47991279,1214.53,542,,1.16166,-1.277,-0.11534,1.07416,-1.1615,-0.08734,RGI60-06.00377,G343733E64587N,Bruarjoekull
B17,2018,24/10/2017,10/05/2018,09/10/2018,64.61226135,-16.47999456,1215.869614,428,,1.287,-1.344,-0.057,1.1715,-1.141,0.0305,RGI60-06.00377,G343733E64587N,Bruarjoekull
B17,2019,09/10/2018,01/05/2019,19/10/2019,64.61223759,-16.4798958,1216.91,531,,1.5399,-2.116,-0.5761,1.3369,-1.9095,-0.5726,RGI60-06.00377,G343733E64587N,Bruarjoekull
B17,2020,19/10/2019,30/04/2020,09/10/2020,64.61219369,-16.47991661,1218.52,456,,1.51,-1.969,-0.459,1.3035,-1.878,-0.5745,RGI60-06.00377,G343733E64587N,Bruarjoekull
B17,2021,09/10/2020,01/05/2021,16/10/2021,64.61223151,-16.47986583,1218.23,475,,1.349,-2.474,-1.125,1.258,-2.222,-0.964,RGI60-06.00377,G343733E64587N,Bruarjoekull
B17,2022,16/10/2021,03/05/2022,17/10/2022,64.61223886,-16.47979153,1217.11,493,600,1.60225,-1.48825,0.114,1.35025,-1.25375,0.0965,RGI60-06.00377,G343733E64587N,Bruarjoekull
B18,1993,,01/05/1993,24/09/1993,64.56660289,-16.59905057,1365.9,451.3274336,600,1.53,0.14,1.67,1.53,0.14,1.67,RGI60-06.00377,G343733E64587N,Bruarjoekull
B18,1998,,05/05/1998,26/09/1998,64.525506,-16.00012,1310,477.3913043,600,1.647,-1.24,0.407,1.647,-1.0195,0.6275,RGI60-06.00377,G343733E64587N,Bruarjoekull
B18,1999,26/09/1998,05/05/1999,22/09/1999,64.52575,-16.00223333,1311,403.0188679,600,2.136,-0.785,1.351,1.9155,-0.729,1.1865,RGI60-06.00377,G343733E64587N,Bruarjoekull
B18,2000,22/09/1999,03/05/2000,14/09/2000,64.52583333,-16.00216667,1309,464,600,1.945,-1.495,0.45,1.889,-1.46,0.429,RGI60-06.00377,G343733E64587N,Bruarjoekull
B18,2001,14/09/2000,30/04/2001,17/09/2001,64.52575,-16.0019,1311,477.0020534,600,2.323,-1.099,1.224,2.288,-1.0185,1.2695,RGI60-06.00377,G343733E64587N,Bruarjoekull
B18,2002,17/09/2001,07/05/2002,13/09/2002,64.5257473,-16.00188959,1311,426.2443439,600,1.884,-0.138,1.746,1.8035,-0.138,1.6655,RGI60-06.00377,G343733E64587N,Bruarjoekull
B18,2003,13/09/2002,04/05/2003,29/09/2003,64.52615172,-16.00226416,1313,490,600,2.529,-1.608,0.921,2.529,-1.5625,0.9665,RGI60-06.00377,G343733E64587N,Bruarjoekull
B18,2004,29/09/2003,29/04/2004,27/09/2004,64.52619393,-16.00223438,1310.64,506.2355658,600,2.192,-1.544,0.648,2.1465,-1.4075,0.739,RGI60-06.00377,G343733E64587N,Bruarjoekull
B18,2005,27/09/2004,06/05/2005,05/10/2005,64.52641856,-16.00236791,1310.275,435.1681957,,1.423,-1.686,-0.263,1.2865,-1.427,-0.1405,RGI60-06.00377,G343733E64587N,Bruarjoekull
B18,2006,05/10/2005,05/05/2006,23/09/2006,64.52586135,-16.0022018,1312.27,500,600,1.75,-1.276,0.474,1.491,-1.255,0.236,RGI60-06.00377,G343733E64587N,Bruarjoekull
B18,2007,23/09/2006,05/05/2007,07/10/2007,64.52616744,-16.00218183,1311.17,506,600,2.137,-0.859,1.278,2.116,-0.691,1.425,RGI60-06.00377,G343733E64587N,Bruarjoekull
B18,2008,07/10/2007,05/05/2008,27/09/2008,64.52624174,-16.00221869,1312.09,516,600,2.419,-1.88,0.539,2.251,-1.88,0.371,RGI60-06.00377,G343733E64587N,Bruarjoekull
B18,2009,27/09/2008,16/05/2009,13/10/2009,64.52619911,-16.0022067,1311.04,464,600,1.948,-0.448,1.5,1.948,-0.21,1.738,RGI60-06.00377,G343733E64587N,Bruarjoekull
B18,2010,13/10/2009,06/05/2010,06/10/2010,64.52624497,-16.0023593,1311.4,498,,1.968,-2.124,-0.156,1.73,-2.019,-0.289,RGI60-06.00377,G343733E64587N,Bruarjoekull
B18,2011,06/10/2010,05/05/2011,20/10/2011,64.52618454,-16.00223229,1311.36,460,600,2.203,-0.477,1.726,2.098,-0.099,1.999,RGI60-06.00377,G343733E64587N,Bruarjoekull
B18,2012,20/10/2011,08/05/2012,08/10/2012,64.52629648,-16.00180371,1311.436418,487,600,1.83,-1.59,0.24,1.452,-1.205,0.247,RGI60-06.00377,G343733E64587N,Bruarjoekull
B18,2013,08/10/2012,07/05/2013,02/10/2013,64.526373,-16.00187431,1312.07,488,600,2.57,-1.28,1.29,2.185,-1.1925,0.9925,RGI60-06.00377,G343733E64587N,Bruarjoekull
B18,2014,02/10/2013,06/05/2014,11/10/2014,64.52645355,-16.00206772,1312.97,509,600,2.509,-1.429,1.08,2.4215,-1.247,1.1745,RGI60-06.00377,G343733E64587N,Bruarjoekull
B18,2015,11/10/2014,12/05/2015,23/10/2015,64.52645355,-16.00206772,1312.97,460,600,2.599,-0.517,2.082,2.417,-0.4015,2.0155,RGI60-06.00377,G343733E64587N,Bruarjoekull
B18,2016,23/10/2015,07/05/2016,10/10/2016,64.52638472,-16.00212723,1315.53,454,600,1.998,-1.308,0.69,1.8825,-1.1855,0.697,RGI60-06.00377,G343733E64587N,Bruarjoekull
B18,2017,10/10/2016,05/05/2017,24/10/2017,64.52640387,-16.00214994,1314.81,508,600,2.241,-0.7775,1.4635,2.1185,-0.5535,1.565,RGI60-06.00377,G343733E64587N,Bruarjoekull
B18,2018,24/10/2017,08/05/2018,09/10/2018,64.52639849,-16.00209245,1315.742516,481,600,2.92,-1.02,1.9,2.696,-0.628,2.068,RGI60-06.00377,G343733E64587N,Bruarjoekull
B18,2019,09/10/2018,01/05/2019,18/10/2019,64.52628514,-16.00232964,1316.21,506,600,2.43386,-1.31786,1.116,2.04186,-1.07986,0.962,RGI60-06.00377,G343733E64587N,Bruarjoekull
B18,2020,18/10/2019,29/04/2020,08/10/2020,64.5260071,-16.00209231,1316.99,486,600,2.17,-1.432,0.738,1.932,-1.1345,0.7975,RGI60-06.00377,G343733E64587N,Bruarjoekull
B18,2021,08/10/2020,01/05/2021,15/10/2021,64.52605913,-16.0020236,1317.01,453,600,2.193,-1.753,0.44,1.8955,-1.55,0.3455,RGI60-06.00377,G343733E64587N,Bruarjoekull
B18,2022,15/10/2021,03/05/2022,17/10/2022,64.52613281,-16.00200359,1316.17,484,600,2.428,-0.676,1.752,2.225,-0.4135,1.8115,RGI60-06.00377,G343733E64587N,Bruarjoekull
Bru,1996,,10/05/1996,05/09/1996,64.68283333,-15.88316667,830,390.625,,0.75,-4.015,-3.265,0.75,-4.015,-3.265,RGI60-06.00377,G343733E64587N,Bruarjoekull
Bru,1997,05/09/1996,19/05/1997,19/10/1997,64.68269764,-15.92153396,852.8,461.038961,,0.355,-4.612,-4.257,0.355,-4.423,-4.068,RGI60-06.00377,G343733E64587N,Bruarjoekull
Bru,1998,19/10/1997,04/05/1998,19/10/1998,64.683012,-15.92156683,845,494.4444444,,0.356,-3.52,-3.164,0.167,-3.4325,-3.2655,RGI60-06.00377,G343733E64587N,Bruarjoekull
Bru,1999,19/10/1998,05/05/1999,08/11/1999,64.68371667,-15.92096667,841,494.4827586,,0.717,-4.137,-3.42,0.6295,11.613,12.2425,RGI60-06.00377,G343733E64587N,Bruarjoekull
Bru,2000,22/09/1999,03/05/2000,07/10/2000,64.68333333,-15.921,835,515,,0.293,-5.169,-4.876,-15.457,-5.169,-20.626,RGI60-06.00377,G343733E64587N,Bruarjoekull
Bru,2001,07/10/2000,01/05/2001,17/09/2001,64.68316667,-15.92088333,834,470.3389831,,1.11,-3.531,-2.421,1.11,-3.531,-2.421,RGI60-06.00377,G343733E64587N,Bruarjoekull
Bru,2002,17/09/2001,04/05/2002,14/09/2002,64.68316419,-15.92089027,834,453.3333333,,0.544,-3.721,-3.177,0.544,-3.721,-3.177,RGI60-06.00377,G343733E64587N,Bruarjoekull
Bru,2003,14/09/2002,07/05/2003,29/09/2003,64.68315977,-15.92038549,823,,,0,-4.581,-4.581,0,-4.581,-4.581,RGI60-06.00377,G343733E64587N,Bruarjoekull
Bru,2004,29/09/2003,29/04/2004,27/09/2004,64.68321589,-15.92043326,821.25,558.041958,,1.596,-5.013,-4.869,1.596,-5.013,-4.869,RGI60-06.00377,G343733E64587N,Bruarjoekull
Bru,2005,27/09/2004,05/05/2005,05/10/2005,64.68321586,-15.92040599,817,500,,0.05,,,0.05,,,RGI60-06.00377,G343733E64587N,Bruarjoekull
Bru,2006,,01/05/2006,23/09/2006,64.68323746,-15.92044716,812.7,430,,0.338,-5.632,-5.294,0.338,-5.597,-5.259,RGI60-06.00377,G343733E64587N,Bruarjoekull
Bru,2007,23/09/2006,05/05/2007,07/10/2007,64.68320331,-15.92036022,806.7,500,,0.1,-4.654,-4.554,0.065,-4.654,-4.589,RGI60-06.00377,G343733E64587N,Bruarjoekull
Bru,2008,07/10/2007,04/05/2008,02/10/2008,64.68322043,-15.92027647,802.89,520,,0.813,-3.63,-2.817,0.813,-3.1295,-2.3165,RGI60-06.00377,G343733E64587N,Bruarjoekull
Bru,2009,02/10/2008,15/05/2009,13/10/2009,64.68323899,-15.92029239,797.44,640,,0.684,-4.581,-3.897,0.1835,-4.546,-4.3625,RGI60-06.00377,G343733E64587N,Bruarjoekull
Bru,2010,13/10/2009,06/05/2010,06/10/2010,64.68325424,-15.9202959,793.21,583,,0.426,-5.925,-5.499,0.391,-5.925,-5.534,RGI60-06.00377,G343733E64587N,Bruarjoekull
Bru,2011,06/10/2010,05/05/2011,20/10/2011,64.68322531,-15.92036422,785.21,510,,0.225,-3.533,-3.308,0.225,-3.498,-3.273,RGI60-06.00377,G343733E64587N,Bruarjoekull
Bru,2012,20/10/2011,09/05/2012,08/10/2012,64.68330224,-15.92037098,781.314289,,,0,-4.941,-4.941,-0.035,-4.8115,-4.8465,RGI60-06.00377,G343733E64587N,Bruarjoekull
