stake,yr,d1,d2,d3,lat,lon,elevation,rhow,rhos,bw_stratigraphic,bs_stratigraphic,ba_stratigraphic,bw_floating_date,bs_floating_date,ba_floating_date,RGIId,GLIMSId,Name
hn14aa,1995,17/09/1994,20/05/1995,16/09/1995,64.8850131,-18.77387068,1450.4,,,2.07,-1.43,0.64,2.07,-1.43,0.64,RGI60-06.00228,G341234E64913N,
hn14aa,1996,16/09/1995,11/05/1996,03/10/1996,64.8850131,-18.77387068,1449.8,,,1.83,-1.3,0.53,1.83,-1.3,0.53,RGI60-06.00228,G341234E64913N,
hn14aa,1999,04/10/1998,15/05/1999,23/09/1999,64.8850131,-18.77387068,1448.3,,,,,1.04,,,1.04,RGI60-06.00228,G341234E64913N,
hn14aa,2000,23/09/1999,13/05/2000,23/09/2000,64.8850131,-18.77387068,1447.3,513,600,2.49,-1.11,1.38,2.49,-0.97,1.52,RGI60-06.00228,G341234E64913N,
hn14aa,2001,23/09/2000,11/05/2001,28/09/2001,64.8850131,-18.77387068,1446.3,499,600,1.63,-0.84,0.79,1.49,-0.83,0.66,RGI60-06.00228,G341234E64913N,
hn14aa,2003,05/10/2002,14/05/2003,24/09/2003,64.8850131,-18.77387068,1444.4,522,600,1.96,-1.72,0.25,1.96,-1.64,0.33,RGI60-06.00228,G341234E64913N,
hn15aa,1996,16/09/1995,11/05/1996,03/10/1996,64.86952952,-18.77489585,1503.3,,,2.27,-1.21,1.06,2.27,-1.21,1.06,RGI60-06.00228,G341234E64913N,
hn15aa,1998,26/09/1997,15/05/1998,04/10/1998,64.86952952,-18.77489585,1502.4,,,1.85,-0.65,1.2,1.85,-0.65,1.2,RGI60-06.00228,G341234E64913N,
hn15aa,1999,04/10/1998,15/05/1999,23/09/1999,64.86952952,-18.77489585,1502,,,1.96,-0.42,1.54,1.96,-0.42,1.54,RGI60-06.00228,G341234E64913N,
hn15aa,2000,23/09/1999,13/05/2000,23/09/2000,64.86952952,-18.77489585,1501.4,505,600,1.73,-1.2,0.52,1.73,-1.04,0.68,RGI60-06.00228,G341234E64913N,
hn15aa,2001,23/09/2000,11/05/2001,28/09/2001,64.86952952,-18.77489585,1500.9,496,600,2.39,-0.47,1.92,2.23,-0.46,1.77,RGI60-06.00228,G341234E64913N,
blt11,2017,16/10/2016,01/05/2017,05/10/2017,64.68772613,-18.95453043,1077,478,,1.85,-2.97,-1.12,1.85,-2.97,-1.12,RGI60-06.00232,G341071E64709N,
blt11,2018,05/10/2017,28/04/2018,08/10/2018,64.68772613,-18.95453043,1078,424,,1.41,-2.09,-0.68,1.41,-1.94,-0.53,RGI60-06.00232,G341071E64709N,
blt11,2019,08/10/2018,30/04/2019,05/11/2019,64.68772613,-18.95453043,1076,575,,1.31,-4.18,-2.87,1.16,-4.1,-2.94,RGI60-06.00232,G341071E64709N,
blt11,2020,05/11/2019,28/04/2020,10/10/2020,64.68772613,-18.95453043,1076,459,,0.95,-2.82,-1.87,0.87,-2.73,-1.86,RGI60-06.00232,G341071E64709N,
blt11,2021,10/10/2020,29/04/2021,21/10/2021,64.68772613,-18.95453043,1076,466,,0.89,-3.48,-2.59,0.8,-3.34,-2.54,RGI60-06.00232,G341071E64709N,
blt11,2022,21/10/2021,26/04/2022,17/10/2022,64.68772613,-18.95453043,1076,568,,1.52,-3.12,-1.6,1.38,-3.11,-1.73,RGI60-06.00232,G341071E64709N,
blt8,2017,16/10/2016,01/05/2017,05/10/2017,64.66270705,-18.95494239,826,459,,1.02,-4.64,-3.62,1.02,-4.64,-3.62,RGI60-06.00232,G341071E64709N,
blt8,2018,05/10/2017,28/04/2018,08/10/2018,64.66270705,-18.95494239,821,456,,0.79,-3.42,-2.63,0.79,-3.28,-2.49,RGI60-06.00232,G341071E64709N,
blt8,2019,08/10/2018,30/04/2019,05/11/2019,64.66270705,-18.95494239,817,481,,0.2,-5.53,-5.33,0.06,-5.47,-5.41,RGI60-06.00232,G341071E64709N,
blt8,2020,05/11/2019,28/04/2020,10/10/2020,64.66270705,-18.95494239,817,540,,0.66,-4.73,-4.07,0.6,-4.69,-4.09,RGI60-06.00232,G341071E64709N,
blt8,2021,10/10/2020,29/04/2021,21/10/2021,64.66270705,-18.95494239,817,563,,1.08,-4.64,-3.56,1.04,-4.63,-3.59,RGI60-06.00232,G341071E64709N,
blt8,2022,21/10/2021,26/04/2022,17/10/2022,64.66270705,-18.95494239,817,538,,1.23,-4.79,-3.56,1.22,-4.72,-3.5,RGI60-06.00232,G341071E64709N,
hsv9,1990,21/09/1989,11/05/1990,17/09/1990,64.667305,-18.9650533,918.9,,,0.68,-3.35,-2.67,0.68,-3.35,-2.67,RGI60-06.00232,G341071E64709N,
hsv9,1991,17/09/1990,20/05/1991,11/09/1991,64.667305,-18.9650533,917.7,,,0.9,-4.68,-3.78,0.9,-4.68,-3.78,RGI60-06.00232,G341071E64709N,
hsv9,1992,11/09/1991,09/05/1992,21/09/1992,64.667305,-18.9650533,916.4,,,1.22,-2.8,-1.58,1.22,-2.8,-1.58,RGI60-06.00232,G341071E64709N,
hsv9,1993,21/09/1992,13/05/1993,15/09/1993,64.667305,-18.9650533,915.1,,,1.37,-2.84,-1.47,1.37,-2.84,-1.47,RGI60-06.00232,G341071E64709N,
hsv9,1994,15/09/1993,15/05/1994,19/09/1994,64.667305,-18.9650533,913.8,,,0.66,-2.96,-2.3,0.66,-2.96,-2.3,RGI60-06.00232,G341071E64709N,
hsv9,1995,19/09/1994,18/05/1995,18/09/1995,64.667305,-18.9650533,912.6,,,0.88,-3.42,-2.54,0.88,-3.42,-2.54,RGI60-06.00232,G341071E64709N,
hsv9,1996,18/09/1995,10/05/1996,03/10/1996,64.667305,-18.9650533,911.3,,,0.98,-3.9,-2.92,0.98,-3.9,-2.92,RGI60-06.00232,G341071E64709N,
hsv9,1997,03/10/1996,18/05/1997,26/09/1997,64.667305,-18.9650533,910,,,0.95,,,0.95,,,RGI60-06.00232,G341071E64709N,
hn16aa,1996,16/09/1995,11/05/1996,03/10/1996,64.8521,-18.7944,1549.7,,,2.24,-1.08,1.16,2.24,-1.08,1.16,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa10,1995,15/09/1994,17/05/1995,15/09/1995,64.81571375,-18.54030835,1024.2,,,1.21,-3.02,-1.81,1.21,-3.02,-1.81,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa10,1996,15/09/1995,12/05/1996,04/10/1996,64.81571375,-18.54030835,1023.9,,,1.3,-3.69,-2.39,1.3,-3.69,-2.39,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa10,1997,04/10/1996,19/05/1997,22/10/1997,64.81571375,-18.54030835,1023.6,,,1.15,-3.28,-2.13,1.15,-3.28,-2.13,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa10,1998,22/10/1997,19/05/1998,04/10/1998,64.81571375,-18.54030835,1023.3,,,0.98,-2.92,-1.94,0.98,-2.92,-1.94,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa10,1999,04/10/1998,17/05/1999,22/09/1999,64.81571375,-18.54030835,1023,,,0.8,-3.17,-2.37,0.8,-3.17,-2.37,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa10,2000,22/09/1999,16/05/2000,22/09/2000,64.81571375,-18.54030835,1021.6,,,0.56,,,0.56,,,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa11,1989,20/09/1988,29/05/1989,22/09/1989,64.79006301,-18.59568836,1049.6,,,2.05,-1.6,0.45,2.05,-1.6,0.45,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa11,1990,22/09/1989,14/05/1990,16/09/1990,64.79006301,-18.59568836,1049.4,,,1.44,-2.24,-0.8,1.44,-2.24,-0.8,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa11,1991,16/09/1990,21/05/1991,12/09/1991,64.79006301,-18.59568836,1049.1,,,1.71,-4.08,-2.37,1.71,-4.08,-2.37,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa11,1992,12/09/1991,12/05/1992,20/09/1992,64.79006301,-18.59568836,1048.9,,,2.1,-1.45,0.65,2.1,-1.45,0.65,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa11,1993,20/09/1992,12/05/1993,17/09/1993,64.79006301,-18.59568836,1048.6,,,1.74,-1.8,-0.06,1.74,-1.8,-0.06,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa11,1994,17/09/1993,13/05/1994,15/09/1994,64.79006301,-18.59568836,1048.4,,,1.24,-2.4,-1.16,1.24,-2.4,-1.16,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa11,1995,15/09/1994,17/05/1995,15/09/1995,64.79006301,-18.59568836,1048.1,,,1.62,-2.68,-1.06,1.62,-2.68,-1.06,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa11,1996,15/09/1995,12/05/1996,04/10/1996,64.79006301,-18.59568836,1047.9,,,1.02,,,1.02,,,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa11,1997,04/10/1996,19/05/1997,22/10/1997,64.79006301,-18.59568836,1047.6,,,1.57,-1.96,-1.39,1.57,-1.96,-1.39,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa11,1998,22/10/1997,19/05/1998,04/10/1998,64.79006301,-18.59568836,1047.4,,,1.18,-3.13,-1.95,1.18,-3.13,-1.95,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa11,1999,04/10/1998,17/05/1999,22/09/1999,64.79006301,-18.59568836,1047.1,,,1,-2.77,-1.77,1,-2.77,-1.77,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa11,2000,22/09/1999,16/05/2000,22/09/2000,64.79006301,-18.59568836,1046.2,572,600,1.15,-3.69,-2.54,1.15,-3.69,-2.54,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa11,2001,22/09/2000,10/05/2001,28/09/2001,64.79006301,-18.59568836,1045.3,516,600,0.85,-3.67,-2.82,0.85,-3.67,-2.82,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa11,2002,28/09/2001,08/05/2002,04/10/2002,64.79006301,-18.59568836,1044.3,516,,1.56,-3.24,-1.68,1.56,-3.24,-1.68,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa11,2003,04/10/2002,12/05/2003,26/09/2003,64.79006301,-18.59568836,1043.4,558,600,1.32,-3.25,-1.93,1.32,-3.23,-1.91,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa11,2004,26/09/2003,11/05/2004,07/10/2004,64.79006301,-18.59568836,1042.5,592,600,0.93,-4.02,-3.09,0.91,-4.02,-3.11,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa11,2005,07/10/2004,08/05/2005,07/10/2005,64.79006301,-18.59568836,1041.5,515,,1.11,-2.61,-1.5,1.11,-2.39,-1.28,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa11,2006,07/10/2005,01/05/2006,16/09/2006,64.79006301,-18.59568836,1040.6,486,,1.49,-2.99,-1.5,1.27,-2.99,-1.72,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa11,2007,16/09/2006,10/05/2007,18/09/2007,64.79006301,-18.59568836,1039.7,566,,1.23,-3.32,-2.09,1.23,-3.27,-2.04,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa11,2008,18/09/2007,05/05/2008,08/10/2008,64.79006301,-18.59568836,1038.7,483,,1.17,-4.27,-3.1,1.12,-4.09,-2.97,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa11,2009,08/10/2008,02/05/2009,07/10/2009,64.79006301,-18.59568836,1037.6,445,,1.41,-2.89,-1.48,1.23,-2.85,-1.62,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa11,2010,07/10/2009,30/04/2010,06/10/2010,64.79006301,-18.59568836,1036.4,452,,0.52,-4.73,-4.21,0.48,-4.73,-4.25,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa11,2011,06/10/2010,01/05/2011,26/11/2011,64.79006301,-18.59568836,1035.3,469,,1.55,-2.62,-1.06,1.55,-2.54,-0.98,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa11,2012,26/11/2011,04/05/2012,20/09/2012,64.79006301,-18.59568836,1034.1,505,,1.56,-3.24,-1.68,1.48,-3.23,-1.75,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa11,2013,20/09/2012,05/05/2013,08/10/2013,64.79006301,-18.59568836,1033,449,,0.91,-2.62,-1.71,0.9,-2.61,-1.71,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa11,2014,08/10/2013,02/05/2014,09/10/2014,64.79006301,-18.59568836,1033.2,460,600,1.08,-3.27,-2.19,1.07,-3.25,-2.18,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa11,2015,09/10/2014,05/05/2015,08/10/2015,64.79006301,-18.59568836,1033.4,449,600,1.53,-2.04,-0.51,1.51,-1.94,-0.43,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa11,2016,08/10/2015,01/05/2016,17/10/2016,64.79006301,-18.59568836,1033.6,453,600,1.14,-3.84,-2.7,1.04,-3.84,-2.8,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa11,2017,17/10/2016,30/04/2017,03/10/2017,64.79006301,-18.59568836,1033.8,473,,1.48,-3.24,-1.76,1.48,-3.24,-1.76,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa11,2018,03/10/2017,01/05/2018,09/10/2018,64.79006301,-18.59568836,1032,449,,1.49,-2.52,-1.03,1.49,-2.24,-0.75,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa11,2019,09/10/2018,02/05/2019,06/11/2019,64.79006301,-18.59568836,1031,567,,1.35,-4.38,-3.03,1.07,-4.16,-3.09,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa11,2020,06/11/2019,30/04/2020,10/10/2020,64.79006301,-18.59568836,1031,486,,1.12,-3.29,-2.17,0.9,-3.17,-2.27,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa11,2021,10/10/2020,02/05/2021,20/10/2021,64.79006301,-18.59568836,1031,481,,1.27,-3.93,-2.66,1.15,-3.69,-2.54,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa11,2022,20/10/2021,28/04/2022,17/10/2022,64.79006301,-18.59568836,1031,585,,1.85,-3.32,-1.47,1.61,-3.28,-1.67,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa13,1989,20/09/1988,29/05/1989,22/09/1989,64.8136651,-18.64792673,1251.4,,,2.58,-0.75,1.83,2.58,-0.75,1.83,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa13,1990,22/09/1989,14/05/1990,16/09/1990,64.8136651,-18.64792673,1251.1,,,1.93,-1.21,0.72,1.93,-1.21,0.72,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa13,1991,16/09/1990,21/05/1991,12/09/1991,64.8136651,-18.64792673,1250.9,,,3.07,-2.69,0.38,3.07,-2.69,0.38,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa13,1992,12/09/1991,12/05/1992,20/09/1992,64.8136651,-18.64792673,1250.6,,,3.02,-0.35,2.67,3.02,-0.35,2.67,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa13,1993,20/09/1992,12/05/1993,17/09/1993,64.8136651,-18.64792673,1250.3,,,3.95,-0.95,3,3.95,-0.95,3,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa13,1994,17/09/1993,13/05/1994,15/09/1994,64.8136651,-18.64792673,1250,,,2.3,-1.17,1.13,2.3,-1.17,1.13,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa13,1995,15/09/1994,17/05/1995,15/09/1995,64.8136651,-18.64792673,1249.8,,,3.29,-1.25,2.04,3.29,-1.25,2.04,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa13,1996,15/09/1995,12/05/1996,04/10/1996,64.8136651,-18.64792673,1249.5,,,2.18,,,2.18,,,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa13,1997,04/10/1996,19/05/1997,25/09/1997,64.8136651,-18.64792673,1249.2,,,3.16,,,3.16,,,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa13,1998,25/09/1997,19/05/1998,04/10/1998,64.8136651,-18.64792673,1249,,,2.35,-1.41,0.94,2.35,-1.41,0.94,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa13,1999,04/10/1998,17/05/1999,22/09/1999,64.8136651,-18.64792673,1248.7,,,2.25,-1.02,1.23,2.25,-1.02,1.23,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa13,2000,22/09/1999,16/05/2000,22/09/2000,64.8136651,-18.64792673,1247.1,542,600,2.59,-1.95,0.64,2.59,-1.93,0.66,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa13,2001,22/09/2000,10/05/2001,28/09/2001,64.8136651,-18.64792673,1245.4,507,600,1.96,-1.79,0.17,1.94,-1.79,0.15,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa13,2002,28/09/2001,08/05/2002,04/10/2002,64.8136651,-18.64792673,1243.8,507,600,3.1,-1.78,1.31,3.1,-1.75,1.34,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa13,2003,04/10/2002,12/05/2003,26/09/2003,64.8136651,-18.64792673,1242.1,540,600,2.24,-2.19,0.04,2.21,-2.08,0.12,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa13,2004,26/09/2003,11/05/2004,07/10/2004,64.8136651,-18.64792673,1240.5,542,600,2.3,-2.26,0.04,2.19,-2.2,-0.01,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa13,2005,07/10/2004,08/05/2005,07/10/2005,64.8136651,-18.64792673,1240,498,600,2.4,-0.65,1.75,2.34,-0.33,2.01,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa13,2006,07/10/2005,01/05/2006,16/09/2006,64.8136651,-18.64792673,1239.5,499,600,3.24,-1.59,1.66,2.92,-1.59,1.34,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa13,2007,16/09/2006,10/05/2007,18/09/2007,64.8136651,-18.64792673,1239,527,,1.84,-1.98,-0.13,1.84,-1.88,-0.03,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa13,2008,18/09/2007,05/05/2008,08/10/2008,64.8136651,-18.64792673,1238.5,460,600,2.63,-1.88,0.76,2.53,-1.58,0.96,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa13,2009,08/10/2008,02/05/2009,07/10/2009,64.8136651,-18.64792673,1237.6,455,600,2.68,-1.53,1.15,2.38,-1.37,1.01,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa13,2010,07/10/2009,30/04/2010,06/10/2010,64.8136651,-18.64792673,1236.7,493,,2.02,-3.61,-1.58,1.86,-3.61,-1.74,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa13,2011,06/10/2010,01/05/2011,26/11/2011,64.8136651,-18.64792673,1235.9,470,600,2.36,-1.46,0.9,2.36,-1.29,1.07,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa13,2012,26/11/2011,04/05/2012,20/09/2012,64.8136651,-18.64792673,1235,495,600,3.11,-1.92,1.19,2.94,-1.84,1.1,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa13,2013,20/09/2012,05/05/2013,08/10/2013,64.8136651,-18.64792673,1234.1,488,600,2.07,-1.03,1.04,1.99,-0.95,1.04,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa13,2014,08/10/2013,02/05/2014,09/10/2014,64.8136651,-18.64792673,1235.7,477,600,2.3,-1.41,0.89,2.22,-1.23,0.99,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa13,2015,09/10/2014,05/05/2015,08/10/2015,64.8136651,-18.64792673,1237.3,473,600,3.28,-0.64,2.65,3.1,-0.47,2.64,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa13,2016,08/10/2015,06/05/2016,17/10/2016,64.8136651,-18.64792673,1236.6,469,600,1.71,-2.04,-0.33,1.54,-2.04,-0.5,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa13,2017,17/10/2016,30/04/2017,03/10/2017,64.8136651,-18.64792673,1235.9,497,600,3.16,-1.69,1.46,3.16,-1.69,1.46,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa13,2018,03/10/2017,29/04/2018,09/10/2018,64.8136651,-18.64792673,1236,450,600,2.59,-1.16,1.43,2.59,-0.8,1.79,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa13,2019,09/10/2018,02/05/2019,06/11/2019,64.8136651,-18.64792673,1235,556,,1.85,-2.22,-0.37,1.49,-2.01,-0.52,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa13,2020,06/11/2019,30/04/2020,10/10/2020,64.8136651,-18.64792673,1235,473,580,2.25,-1.25,1,2.04,-1.01,1.03,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa13,2021,10/10/2020,02/05/2021,20/10/2021,64.8136651,-18.64792673,1235,472,590,2.66,-1.91,0.74,2.42,-1.42,0.99,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa13,2022,20/10/2021,28/04/2022,17/10/2022,64.8136651,-18.64792673,1235,504,590,3.29,-1.49,1.81,2.8,-1.21,1.6,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa15,1989,20/09/1988,29/05/1989,22/09/1989,64.83897414,-18.7084931,1458.6,,,2.85,-0.23,2.62,2.85,-0.23,2.62,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa15,1990,22/09/1989,14/05/1990,16/09/1990,64.83897414,-18.7084931,1458.6,,,2.4,-0.05,2.35,2.4,-0.05,2.35,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa15,1991,16/09/1990,21/05/1991,12/09/1991,64.83897414,-18.7084931,1458.6,,,2.87,-1.61,1.26,2.87,-1.61,1.26,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa15,1992,12/09/1991,12/05/1992,20/09/1992,64.83897414,-18.7084931,1458.6,,,3.75,0.61,4.36,3.75,0.61,4.36,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa15,1993,20/09/1992,12/05/1993,17/09/1993,64.83897414,-18.7084931,1458.7,,,3.05,-0.05,3,3.05,-0.05,3,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa15,1994,17/09/1993,13/05/1994,15/09/1994,64.83897414,-18.7084931,1458.7,,,2.31,-0.54,1.77,2.31,-0.54,1.77,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa15,1995,15/09/1994,17/05/1995,15/09/1995,64.83897414,-18.7084931,1458.7,,,2.17,-1.23,0.94,2.17,-1.23,0.94,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa15,1996,15/09/1995,12/05/1996,04/10/1996,64.83897414,-18.7084931,1458.7,,,2.22,-1.34,0.88,2.22,-1.34,0.88,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa15,1997,04/10/1996,19/05/1997,25/09/1997,64.83897414,-18.7084931,1458.7,,,1.99,,,1.99,,,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa15,1998,25/09/1997,19/05/1998,04/10/1998,64.83897414,-18.7084931,1458.7,,,1.85,-0.86,0.99,1.85,-0.86,0.99,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa15,1999,04/10/1998,17/05/1999,22/09/1999,64.83897414,-18.7084931,1458.7,,,2.26,-0.51,1.75,2.26,-0.51,1.75,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa15,2000,22/09/1999,16/05/2000,22/09/2000,64.83897414,-18.7084931,1457.7,500,600,2.23,-0.96,1.27,2.23,-0.83,1.4,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa15,2001,22/09/2000,10/05/2001,28/09/2001,64.83897414,-18.7084931,1456.6,498,600,1.84,-0.67,1.17,1.71,-0.66,1.05,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa15,2002,28/09/2001,08/05/2002,04/10/2002,64.83897414,-18.7084931,1455.6,498,600,2.23,-1.13,1.09,2.22,-1.1,1.11,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa15,2003,04/10/2002,12/05/2003,26/09/2003,64.83897414,-18.7084931,1454.5,521,600,2.66,-1.61,1.06,2.63,-1.55,1.09,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa15,2004,26/09/2003,11/05/2004,07/10/2004,64.83897414,-18.7084931,1453.5,506,600,2.09,-1.02,1.07,2.03,-1,1.03,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa15,2005,07/10/2004,08/05/2005,07/10/2005,64.83897414,-18.7084931,1453.5,481,580,2.76,-0.56,2.19,2.74,-0.2,2.53,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa15,2006,07/10/2005,01/05/2006,16/09/2006,64.83897414,-18.7084931,1453.5,462,580,2.72,-0.71,2.01,2.36,-0.71,1.65,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa15,2007,16/09/2006,10/05/2007,18/09/2007,64.83897414,-18.7084931,1453.4,478,580,2.29,-0.83,1.46,2.29,-0.73,1.56,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
hsa15,2008,18/09/2007,05/05/2008,08/10/2008,64.83897414,-18.7084931,1453.4,471,580,2.6,-1.02,1.58,2.5,-0.62,1.88,RGI60-06.00234,G341358E64799N,Thjorsarjoekull (Hofsjoekull E)
