stake,yr,d1,d2,d3,lat,lon,elevation,dw,rhow,ice_melt_spring,ds,rhos,ice_melt_fall,nswe_fall,bw_stratigraphic,bs_stratigraphic,ba_stratigraphic,bw_floating_date,bs_floating_date,ba_floating_date,swew,swes,snow_melt_fall,fall_elevation
L18,2021,2020-10-19,2021-04-27,2021-11-11,64.8312406865907,-19.9263897195578,1435.48,5.21,496.0,,1.03,600.0,,0.644,2.58,-1.962,0.618,2.202,-1.318,0.884,2.58416,0.618,1.96616,1432.48
L18,2022,2021-11-11,2022-04-26,2022-10-07,64.8312406865907,-19.9263897195578,1435.48,5.09,490.0,,2.88,600.0,,0.252,2.49,-0.76,1.73,1.846,-0.508,1.338,2.4941,1.728,0.7661,1432.48
L19,1997,,1997-04-18,1997-10-12,64.8349999999997,-19.999666666667,1260.03399728175,2.06,487.0,,,,,,1.0,,,1.0,,,1.00322,,,1257.03399728175
L19,1998,1997-10-05,1998-04-21,1998-09-16,64.8373899999997,-19.9833599999999,1297.0,2.7,430.0,,,,1.079,0.0875,1.148,-2.227,-1.079,1.148,-2.1395,-0.9915,1.161,,,1294.0
L19,1999,1998-09-16,1999-04-23,1999-09-28,64.8376999999997,-19.984,1295.0,3.62,461.0,,0.258333333333333,600.0,,0.035,1.67,-1.515,0.155,1.5825,-1.48,0.1025,1.66882,0.155,1.51382,1292.0
L19,2000,1999-09-28,2000-04-28,2000-10-04,64.8377699999997,-19.98442,1298.0,3.62,508.28729281768,,,,0.885,0.0525,1.84,-2.725,-0.885,1.805,-2.6725,-0.8675,1.84,,,1295.0
L19,2001,2000-10-04,2001-04-20,2001-10-05,64.8383299999997,-19.9841399999999,1286.0,2.31,480.519480519481,,,,0.72,0.0,1.112,-1.832,-0.72,1.0595,-1.832,-0.7725,1.11,,,1283.0
L19,2002,2001-10-05,2002-04-24,2002-10-15,64.8383599999997,-19.9838799999999,1285.0,3.19,447.65,,,,0.477,0.0,1.428,-1.905,-0.477,1.428,-1.905,-0.477,1.4280035,,,1282.0
L19,2003,2002-10-15,2003-04-05,2003-10-30,64.8383899999997,-19.9839299999999,1286.0,3.38,579.69060716383,,,,1.305,0.0875,1.96,-3.265,-1.305,1.96,-3.1775,-1.2175,1.95935425221375,,,1283.0
L19,2004,2003-10-30,2004-05-08,2004-10-22,64.8384299999997,-19.9840899999999,1287.0,3.99,527.0,,,,0.0,0.2205,2.102,-2.102,0.0,2.0145,-1.8815,0.133,2.10273,,,1284.0
L19,2005,2004-10-22,2005-04-23,2005-10-13,64.8383799999997,-19.98384,1285.0,3.0,490.0,,,,0.288,0.4025,1.47,-1.758,-0.288,1.2495,-1.3555,-0.106,1.47,,,1282.0
L19,2006,2005-10-13,2006-05-17,2006-10-31,64.8383499999997,-19.98411,1285.0,3.71,520.0,,0.311666666666667,600.0,,0.175,1.937,-1.75,0.187,1.5345,-1.575,-0.0405,1.9292,0.187,1.7422,1282.0
L19,2007,2006-10-31,2007-04-27,2007-09-25,64.8383199999997,-19.98404,1286.0,2.8,510.0,,,,0.613,0.105,1.423,-2.036,-0.613,1.248,-1.931,-0.683,1.428,,,1283.0
L19,2008,2007-09-25,2008-04-20,2008-11-21,64.8384299999996,-19.9842000000001,1285.0,3.79,473.0,,,,0.826,0.6,1.794,-2.62,-0.826,1.689,-2.02,-0.331,1.79267,,,1282.0
L19,2009,2008-11-21,2009-04-21,2009-09-23,64.8385299999997,-19.98413,1283.0,3.3,437.0,,0.251666666666667,600.0,,0.0525,1.441,-1.29,0.151,0.841,-1.2375,-0.3965,1.4421,0.151,1.2911,1280.0
L19,2010,2009-09-23,2010-04-18,2010-09-23,64.8385619999997,-19.9841479999999,1283.0,2.82,500.0,,,,1.976,0.015,1.41,-3.386,-1.976,1.3575,-3.371,-2.0135,1.41,,,1280.0
L19,2011,2010-09-23,2011-04-17,2011-11-18,64.8384399999997,-19.984203,1279.0,3.03,484.0,,,,1.177,0.511,1.466,-2.643,-1.177,1.451,-2.132,-0.681,1.46652,,,1276.0
L19,2012,2011-11-18,2012-04-26,2012-10-02,64.8384549999997,-19.9840720000001,1280.0,4.65,517.0,,0.78,600.0,,0.21,2.402,-1.934,0.468,1.891,-1.724,0.167,2.40405,0.468,1.93605,1277.0
L19,2013,2012-10-02,2013-04-24,2013-11-18,64.8384549999997,-19.9840720000001,1280.0,3.49,480.0,,,,0.211,0.455,1.674,-1.885,-0.211,1.464,-1.43,0.034,1.6752,,,1277.0
L19,2014,2013-11-18,2014-04-30,2014-10-24,64.8384089999997,-19.9841710000001,1282.0,3.74,540.0,,,,0.495,0.2975,2.01,-2.505,-0.495,1.555,-2.2075,-0.6525,2.0196,,,1279.0
L19,2015,2014-10-24,2015-05-01,2015-10-19,64.8384699999997,-19.9844249999999,1278.0,4.54,491.0,,1.75,600.0,,0.196,2.23,-1.18,1.05,1.9325,-0.984,0.9485,2.22914,1.05,1.17914,1275.0
L19,2016,2015-10-19,2016-04-25,2016-11-03,64.8384779999996,-19.9845920000001,1278.0,3.06,486.0,,,,0.812,0.098,1.487,-2.299,-0.812,1.291,-2.201,-0.91,1.48716,,,1275.0
L19,2017,2016-11-03,2017-04-25,2017-10-21,64.8385159999997,-19.984455,1278.0,4.32,482.0,,0.335,600.0,,0.161,2.08,-1.878,0.201,1.982,-1.717,0.264,2.08224,0.201,1.88124,1275.0
L19,2018,2017-10-21,2018-04-26,2018-10-05,64.8385239999997,-19.9844990000001,1277.0,3.33,483.483483483484,,0.76,600.0,,0.2765,1.61,-1.154,0.456,1.449,-0.8775,0.5715,1.61,0.456,1.154,1274.0
L19,2019,2018-10-05,2019-04-25,2019-11-13,64.8384399999997,-19.9841589999999,1279.0,4.02,500.0,,,,0.855,0.1295,2.01,-2.865,-0.855,1.7335,-2.7355,-1.002,2.01,,,1276.0
L19,2020,2019-11-13,2020-04-23,2020-10-19,64.8384756207523,-19.9843889762059,1276.7506651804,3.39,457.227138643068,,0.33,600.0,,0.28,1.55,-1.352,0.198,1.4205,-1.072,0.3485,1.55,0.198,1.352,1273.7506651804
L19,2021,2020-10-19,2021-04-27,2021-11-12,64.8384790155491,-19.98440872081,1277.54,3.13,498.0,,,,1.179,0.455,1.56,-2.739,-1.179,1.28,-2.284,-1.004,1.55874,,,1274.54
L19,2022,2021-11-12,2022-04-26,2022-10-07,64.8384790155491,-19.98440872081,1277.54,4.04,510.0,,0.79,600.0,,0.1785,2.06,-1.59,0.47,1.605,-1.4115,0.1935,2.0604,0.474,1.5864,1274.54
L20,1997,,1997-04-18,1997-10-12,64.8496666666667,-20.040833333333,993.455456473087,3.22,531.0,,,,6.09,,1.71,-7.8,-6.09,1.71,-7.8,-6.09,1.70982,,,990.455456473087
L20,1998,1997-10-05,1998-04-21,1998-09-16,64.8383899999997,-20.0502100000001,999.0,0.85,413.0,,,,2.979,0.0175,0.331,-3.31,-2.979,0.331,-3.2925,-2.9615,0.35105,,,996.0
L20,1999,1998-09-16,1999-04-23,1999-09-28,64.8382599999997,-20.0510999999999,997.0,1.52,468.0,,,,2.98,0.0,0.712,-3.692,-2.98,0.6945,-3.692,-2.9975,0.71136,,,994.0
L20,2000,1999-09-28,2000-04-28,2000-10-04,64.8379199999997,-20.0522700000001,993.0,1.11,522.522522522522,,,,3.249,0.0,0.58,-3.829,-3.249,0.58,-3.829,-3.249,0.579999999999999,,,990.0
L20,2001,2000-10-04,2001-04-20,2001-10-05,64.8390499999997,-20.0520200000001,987.0,1.68,488.095238095238,,,,2.709,0.0,0.822,-3.531,-2.709,0.822,-3.531,-2.709,0.82,,,984.0
L20,2002,2001-10-05,2002-04-24,2002-10-15,64.8395499999997,-20.0520500000001,980.0,1.78,495.761752808989,,,,3.663,0.0,0.833,-4.496,-3.663,0.833,-4.496,-3.663,0.88245592,,,977.0
L20,2003,2002-10-15,2003-05-04,2003-10-30,64.8396099999997,-20.05216,979.0,1.64,594.36786330413,,,,5.576,0.0,0.97,-6.546,-5.576,0.97,-6.546,-5.576,0.974763295818773,,,976.0
L20,2004,2003-10-30,2004-05-08,2004-10-16,64.8398599999997,-20.0475399999999,1001.0,1.3,818.0,,,,3.852,0.2695,1.063,-4.915,-3.852,1.063,-4.6455,-3.5825,1.0634,,,998.0
L20,2005,2004-10-16,2005-04-23,2005-10-13,64.8399399999997,-20.0479599999999,993.0,0.75,661.0,,,,3.384,0.1715,0.5,-3.884,-3.384,0.2305,-3.7125,-3.482,0.49575,,,990.0
L20,2006,2005-10-13,2006-05-17,2006-10-31,64.8395399999997,-20.05214,977.0,2.01,549.0,,,,3.537,0.0175,1.1,-4.637,-3.537,0.9285,-4.6195,-3.691,1.10349,,,974.0
L20,2007,2006-10-31,2007-04-27,2007-09-25,64.8398499999997,-20.0472100000001,995.0,0.84,572.0,,,,3.129,0.07,0.481,-3.61,-3.129,0.4635,-3.54,-3.0765,0.48048,,,992.0
L20,2008,2007-09-25,2008-04-20,2008-11-21,64.8398099999997,-20.0474599999999,993.0,1.66,507.0,,,,4.572,0.2,0.842,-5.414,-4.572,0.772,-5.214,-4.442,0.84162,,,990.0
L20,2009,2008-11-21,2009-04-21,2009-09-23,64.8397899999997,-20.0477700000001,988.0,3.29,521.0,,,,1.314,0.007,1.71,-3.024,-1.314,1.51,-3.017,-1.507,1.71409,,,985.0
L20,2010,2009-09-23,2010-04-18,2010-09-23,64.8398129999997,-20.047642,987.0,3.09,420.0,,,,6.03,0.03,0.49,-6.52,-6.03,0.483,-6.49,-6.007,1.2978,,,984.0
L20,2011,2010-09-23,2011-04-17,2011-11-18,64.8394549999996,-20.047745,984.0,1.78,514.0,,,,2.71,0.2975,0.915,-3.625,-2.71,0.885,-3.3275,-2.4425,0.91492,,,981.0
L20,2012,2011-11-18,2012-04-26,2012-10-02,64.8394319999997,-20.0476280000001,982.0,1.78,569.0,,,,2.754,0.0455,1.014,-3.768,-2.754,0.7165,-3.7225,-3.006,1.01282,,,979.0
L20,2013,2012-10-02,2013-04-24,2013-11-18,64.8394319999997,-20.0476280000001,982.0,1.73,506.0,,,,2.43,0.2975,0.875,-3.305,-2.43,0.8295,-3.0075,-2.178,0.87538,,,979.0
L20,2014,2013-11-18,2014-04-30,2014-10-24,64.8427889999997,-20.0231490000001,1096.0,1.43,547.0,,,,3.582,0.1155,0.78,-4.362,-3.582,0.4825,-4.2465,-3.764,0.78221,,,1093.0
L20,2015,2014-10-24,2015-05-01,2015-10-19,64.8427119999997,-20.0234389999999,1091.0,2.87,477.0,,,,1.728,0.1365,1.37,-3.098,-1.728,1.2545,-2.9615,-1.707,1.36899,,,1088.0
L20,2016,2015-10-19,2016-04-25,2016-11-03,64.8427349999996,-20.0234320000001,1091.0,1.51,497.0,,,,3.51,0.030625,0.75,-4.26,-3.51,0.6135,-4.229375,-3.615875,0.75047,,,1088.0
L20,2017,2016-11-03,2017-04-25,2017-10-21,64.8428119999997,-20.0235180000001,1089.0,2.29,459.4,,,,2.772,0.0945,1.052,-3.824,-2.772,1.021375,-3.7295,-2.708125,1.052026,,,1086.0
L20,2018,2017-10-21,2018-04-26,2018-10-05,64.8427959999997,-20.0234760000001,1087.0,1.72,517.441860465116,,,,1.881,0.203,0.89,-2.771,-1.881,0.7955,-2.568,-1.7725,0.889999999999999,,,1084.0
L20,2019,2018-10-05,2019-04-25,2019-11-13,64.8426899999997,-20.023428,1087.0,1.37,634.0,,,,3.348,0.0525,0.869,-4.217,-3.348,0.666,-4.1645,-3.4985,0.86858,,,1084.0
L20,2020,2019-11-13,2020-04-23,2020-10-19,64.8427471862916,-20.0236871212745,1084.2015432172,1.46,561.643835616438,,,,2.691,0.133,0.82,-3.511,-2.691,0.7675,-3.378,-2.6105,0.819999999999999,,,1081.2015432172
L20,2021,2020-10-19,2021-04-27,2021-11-12,64.8428124997725,-20.0238923994014,1083.22,1.58,507.0,,,,,0.35,0.801,,,0.668,,,0.80106,,,1080.22
L20,2022,2021-11-12,2022-04-26,2022-10-07,64.8428124997725,-20.0238923994014,1083.22,2.45,599.0,,,,1.85,0.14,1.47,-3.32,-1.85,1.12,-3.18,-2.06,1.46755,,,1080.22
L21,1998,1997-10-05,1998-04-21,1998-09-16,64.8390899999997,-19.8326699999999,1167.0,2.35,419.0,,,,1.494,0.0525,1.0,-2.494,-1.494,1.0,-2.4415,-1.4415,0.98465,,,1164.0
L21,1999,1998-09-16,1999-04-23,1999-09-28,64.8391799999997,-19.83173,1169.0,3.39,445.0,,,,0.49,0.0175,1.51,-2.0,-0.49,1.4575,-1.9825,-0.525,1.50855,,,1166.0
L21,2000,1999-09-28,2000-04-28,2000-10-15,64.8391999999997,-19.8316299999999,1165.0,2.11,464.454976303318,,,,1.899,0.1085,0.98,-2.879,-1.899,0.9625,-2.7705,-1.808,0.980000000000001,,,1162.0
L21,2001,2000-10-15,2001-04-20,2001-10-05,64.8428799999997,-19.83049,1153.0,2.95,464.406779661017,,,,0.702,0.0,1.374,-2.076,-0.702,1.2655,-2.076,-0.8105,1.37,,,1150.0
L21,2002,2001-10-05,2002-04-24,2002-10-15,64.8428999999997,-19.8312699999999,1151.0,3.11,456.001736334405,,,,1.471,0.0,1.418,-2.889,-1.471,1.418,-2.889,-1.471,1.4181654,,,1148.0
L21,2003,2002-10-15,2003-05-05,2003-10-30,64.8429499999997,-19.83129,1153.0,3.88,596.83487497091,,,,2.016,0.035,2.32,-4.336,-2.016,2.32,-4.301,-1.981,2.31571931488713,,,1150.0
L21,2004,2003-10-30,2004-05-08,2004-10-16,64.8428999999997,-19.8313600000001,1154.0,3.18,572.0,,,,0.828,0.0875,1.818,-2.646,-0.828,1.783,-2.5585,-0.7755,1.81896,,,1151.0
L21,2005,2004-10-16,2005-04-23,2005-10-13,64.8429299999997,-19.8312,1149.0,2.28,507.0,,,,0.585,0.476,1.15,-1.735,-0.585,1.0625,-1.259,-0.1965,1.15596,,,1146.0
L21,2006,2005-10-13,2006-05-17,2006-10-31,64.8429599999997,-19.8312300000001,1151.0,3.35,570.0,,,,0.617,0.175,1.898,-2.515,-0.617,1.422,-2.34,-0.918,1.9095,,,1148.0
L21,2007,2006-10-31,2007-04-27,2007-09-25,64.8429499999997,-19.83138,1149.0,3.43,520.0,,,,0.581,0.105,1.78,-2.361,-0.581,1.605,-2.256,-0.651,1.7836,,,1146.0
L21,2008,2007-09-25,2008-04-20,,64.8428499999997,-19.83161,1153.0,3.88,480.0,,,,,,1.863,,,1.758,,,1.8624,,,1150.0
L21,2009,,2009-04-21,2009-09-23,64.8429099999997,-19.8313799999999,1151.0,3.77,435.0,,,,0.009,0.035,1.641,-1.65,-0.009,1.641,-1.615,0.026,1.63995,,,1148.0
L21,2010,2009-09-23,2010-04-18,2010-09-23,64.8428499999997,-19.831329,1150.0,1.75,490.0,,,,3.321,0.015,0.85,-4.171,-3.321,0.815,-4.156,-3.341,0.8575,,,1147.0
L21,2011,2010-09-23,2011-04-17,2011-11-18,64.8428799999997,-19.831488,1147.0,2.76,537.0,,,,0.351,0.301,1.481,-1.832,-0.351,1.466,-1.531,-0.065,1.48212,,,1144.0
L21,2012,2011-11-18,2012-04-27,2012-10-02,64.8428499999997,-19.8316079999999,1149.0,2.75,593.0,,,,1.125,0.0875,1.632,-2.757,-1.125,1.331,-2.6695,-1.3385,1.63075,,,1146.0
L21,2013,2012-10-02,2013-04-24,2013-11-18,64.8428499999997,-19.8316079999999,1149.0,3.16,466.0,,,,0.504,0.287,1.473,-1.977,-0.504,1.3855,-1.69,-0.3045,1.47256,,,1146.0
L21,2014,2013-11-18,2014-04-30,2014-10-24,64.8428499999997,-19.8315790000001,1152.0,2.63,455.0,,,,1.683,0.21,1.198,-2.881,-1.683,0.911,-2.671,-1.76,1.19665,,,1149.0
L21,2015,2014-10-24,2015-05-01,2015-10-20,64.8428419999997,-19.8318610000001,1149.0,4.12,461.0,,0.81,600.0,,0.119,1.9,-1.414,0.486,1.69,-1.295,0.395,1.89932,0.486,1.41332,1146.0
L21,2016,2015-10-20,2016-04-25,2016-11-03,64.8427729999997,-19.831961,1149.0,3.23,480.0,,,,0.667,0.069825,1.55,-2.217,-0.667,1.431,-2.147175,-0.716175,1.5504,,,1146.0
L21,2017,2016-11-03,2017-04-25,2017-10-21,64.8428499999997,-19.8317430000001,1149.0,3.37,515.0,,,,1.152,0.091,1.736,-2.888,-1.152,1.666175,-2.797,-1.130825,1.73555,,,1146.0
L21,2018,2017-10-21,2018-04-26,2018-10-05,64.8428419999997,-19.8317199999999,1148.0,2.87,463.414634146342,,0.15,600.0,,0.245,1.33,-1.24,0.09,1.239,-0.995,0.244,1.33,0.09,1.24,1145.0
L21,2019,2018-10-05,2019-04-25,2019-11-13,64.8428729999997,-19.8317489999999,1148.0,2.92,525.0,,,,1.548,0.0525,1.533,-3.081,-1.548,1.288,-3.0285,-1.7405,1.533,,,1145.0
L21,2020,2019-11-13,2020-04-23,2020-10-19,64.8427932751132,-19.8317863100908,1147.359497036,2.75,465.454545454545,,,,1.08,0.315,1.28,-2.36,-1.08,1.2275,-2.045,-0.8175,1.28,,,1144.359497036
L21,2021,2020-10-19,2021-04-27,2021-11-12,64.8427106216937,-19.8318431712723,1148.14,2.67,503.0,,,,1.98,0.455,1.34,-3.32,-1.98,1.025,-2.865,-1.84,1.34301,,,1145.14
L21,2022,2021-11-12,2022-04-26,2022-10-07,64.8427106216937,-19.8318431712723,1148.14,3.4,521.0,,,,0.4,0.0525,1.77,-2.17,-0.4,1.315,-2.1175,-0.8025,1.7714,,,1145.14
L22,1998,1997-10-05,1998-04-21,1998-09-16,64.8412599999997,-19.77754,981.0,1.99,443.0,,,,2.169,0.0,0.878,-3.047,-2.169,0.878,-3.047,-2.169,0.88157,,,978.0
L22,1999,1998-09-16,1999-04-23,1999-09-28,64.8415499999997,-19.7777499999999,987.0,2.62,438.0,,,,1.92,0.0,1.147,-3.067,-1.92,1.147,-3.067,-1.92,1.14756,,,984.0
L22,2000,1999-09-28,2000-04-28,2000-10-15,64.8414499999997,-19.7773,984.0,2.36,525.423728813559,,,,3.42,0.1015,1.24,-4.66,-3.42,1.24,-4.5585,-3.3185,1.24,,,981.0
L22,2001,2000-10-15,2001-04-20,2001-10-05,64.8415499999997,-19.7777000000001,980.0,1.96,448.979591836735,,,,2.655,0.0,0.88,-3.535,-2.655,0.7785,-3.535,-2.7565,0.880000000000001,,,977.0
L22,2002,2001-10-05,2002-04-24,2002-10-15,64.8414299999996,-19.77828,979.0,2.04,486.685112745098,,,,3.276,0.0,0.993,-4.269,-3.276,0.993,-4.269,-3.276,0.99283763,,,976.0
L22,2003,2002-10-15,2003-05-05,2003-10-30,64.8413999999997,-19.7782000000001,979.0,1.85,577.676293172947,,,,5.248,0.0,1.07,-6.318,-5.248,1.07,-6.318,-5.248,1.06870114236995,,,976.0
L22,2004,2003-10-30,2004-05-08,2004-10-16,64.8414399999997,-19.7780899999999,980.0,1.79,605.0,,,,3.426,0.0105,1.083,-4.509,-3.426,1.083,-4.4985,-3.4155,1.08295,,,977.0
L22,2005,2004-10-16,2005-04-23,2005-10-13,64.8414599999997,-19.7780999999999,973.0,2.1,559.0,,,,2.34,0.301,1.17,-3.51,-2.34,1.1595,-3.209,-2.0495,1.1739,,,970.0
L22,2006,2005-10-13,2006-05-17,2006-10-31,64.8414099999996,-19.7781500000001,974.0,2.01,599.0,,,,4.62,0.0,1.205,-5.825,-4.62,0.904,-5.825,-4.921,1.20399,,,971.0
L22,2007,2006-10-31,2007-04-27,2007-09-25,64.8415799999997,-19.77819,973.0,2.04,494.0,,,,3.241,0.07,1.009,-4.25,-3.241,1.009,-4.18,-3.171,1.00776,,,970.0
L22,2008,2007-09-25,2008-04-20,2008-11-21,64.8414999999997,-19.7782699999999,971.0,2.35,478.0,,,,4.129,0.332,1.122,-5.251,-4.129,1.052,-4.919,-3.867,1.1233,,,968.0
L22,2009,2008-11-21,2009-04-21,2009-09-23,64.8414499999997,-19.77823,967.0,3.13,491.0,,,,1.98,0.0035,1.537,-3.517,-1.98,1.205,-3.5135,-2.3085,1.53683,,,964.0
L22,2010,2009-09-23,2010-04-18,2010-09-23,64.8415369999997,-19.777731,961.0,1.08,520.0,,,,5.067,0.0,0.56,-5.627,-5.067,0.5565,-5.627,-5.0705,0.5616,,,958.0
L22,2011,2010-09-23,2011-04-17,2011-11-18,64.8414919999997,-19.778139,960.0,2.61,582.0,,,,2.25,0.119,1.52,-3.77,-2.25,1.52,-3.651,-2.131,1.51902,,,957.0
L22,2012,2011-11-18,2012-04-27,2012-10-02,64.8414919999997,-19.778336,959.0,3.26,578.0,,,,1.683,0.056,1.891,-3.574,-1.683,1.772,-3.518,-1.746,1.88428,,,956.0
L22,2013,2012-10-02,2013-04-24,2013-11-18,64.8414919999997,-19.778336,959.0,1.79,464.0,,,,2.412,0.329,0.83,-3.242,-2.412,0.774,-2.913,-2.139,0.83056,,,956.0
L22,2014,2013-11-18,2014-04-30,2014-10-24,64.8415069999997,-19.778049,956.0,2.19,495.0,,,,3.465,0.1295,1.084,-4.549,-3.465,0.755,-4.4195,-3.6645,1.08405,,,953.0
L22,2015,2014-10-24,2015-05-01,2015-10-20,64.8413769999997,-19.778172,951.0,3.31,468.0,,,,1.143,0.119,1.55,-2.693,-1.143,1.4205,-2.574,-1.1535,1.54908,,,948.0
L22,2016,2015-10-20,2016-04-25,2016-11-03,64.8414079999997,-19.7780229999999,949.0,1.93,477.0,,,,3.942,0.0245,0.921,-4.863,-3.942,0.802,-4.8385,-4.0365,0.92061,,,946.0
L22,2017,2016-11-03,2017-04-25,2017-10-21,64.8414609999997,-19.778011,946.0,2.77,486.8,,,,3.042,0.0,1.348,-4.39,-3.042,1.3235,-4.39,-3.0665,1.348436,,,943.0
L22,2018,2017-10-21,2018-04-26,2018-10-05,64.8415149999997,-19.7781700000001,944.0,2.33,472.103004291846,,,,1.547,0.168,1.1,-2.647,-1.547,1.1,-2.479,-1.379,1.1,,,941.0
L22,2019,2018-10-05,2019-04-24,2019-11-13,64.8413309999997,-19.778063,941.0,1.58,507.0,,,,4.572,0.035,0.801,-5.373,-4.572,0.633,-5.338,-4.705,0.80106,,,938.0
L22,2020,2019-11-13,2020-04-23,2020-10-19,64.841273985648,-19.7780482323593,937.96457494526,3.02,523.17880794702,,,,2.16,0.105,1.58,-3.74,-2.16,1.545,-3.635,-2.09,1.58,,,934.96457494526
L22,2021,2020-10-19,2021-04-27,2021-11-12,64.84125760787,-19.7856679428667,978.01,1.97,523.0,,,,3.582,0.329,1.031,-4.613,-3.582,0.926,-4.284,-3.358,1.03031,,,975.01
L22,2022,2021-11-12,2022-04-26,2022-10-07,64.84125760787,-19.7856679428667,978.01,3.04,598.0,,,,0.75,0.0,1.82,-2.56,-0.75,1.491,-2.56,-1.079,1.81792,,,975.01
L23,1997,,1997-04-21,1997-10-12,64.6166666666667,-20.15,1233.24642755385,5.3,495.0,,,,,,2.602,,,2.602,,,2.6235,,,1230.24642755385
L23,2006,,2006-05-18,2006-10-31,64.6083099999996,-20.11654,1169.0,4.8,560.0,,1.53,600.0,,0.245,2.69,-1.772,0.918,2.69,-1.527,1.163,2.688,0.918,1.77,1166.0
L23,2007,2006-10-31,2007-04-28,2007-09-25,64.6083799999997,-20.11648,1169.0,4.23,601.0,,,,0.185,0.1505,2.544,-2.729,-0.185,2.299,-2.5785,-0.2795,2.54223,,,1166.0
L23,2008,2007-09-25,2008-04-21,2008-10-03,64.6083499999996,-20.1165600000001,1168.0,6.28,492.0,,0.94,600.0,,0.12,3.087,-2.523,0.564,2.9365,-2.403,0.5335,3.08976,0.564,2.52576,1165.0
L23,2009,2008-10-03,2009-04-20,2009-09-23,64.6083699999997,-20.1165,1166.0,6.0,484.0,,2.48,600.0,,0.126,2.9,-1.412,1.488,2.78,-1.286,1.494,2.904,1.488,1.416,1163.0
L23,2010,2009-09-23,2010-04-18,2010-10-04,64.6083449999997,-20.1168229999999,1165.0,3.59,475.0,,,,2.804,0.003,1.71,-4.514,-2.804,1.584,-4.511,-2.927,1.70525,,,1162.0
L23,2011,2010-10-04,2011-04-19,,64.6082919999997,-20.116518,1161.0,4.73,463.0,,,,,0.462,2.188,,,2.185,,,2.18999,,,1158.0
L23,2012,,2012-04-26,2012-10-01,64.6083599999997,-20.1163579999999,1162.0,6.74,578.0,,2.31166666666667,600.0,,0.1225,3.895,-2.508,1.387,3.433,-2.3855,1.0475,3.89572,1.387,2.50872,1159.0
L23,2013,2012-10-01,2013-04-23,2013-11-19,64.6083599999997,-20.1163579999999,1162.0,3.73,452.0,,,,,0.49,1.685,,,1.5625,,,1.68596,,,1159.0
L23,2014,2013-11-19,2014-04-29,2014-10-23,64.6082989999997,-20.1165500000001,1161.0,4.22,502.0,,,,0.183,0.245,2.117,-2.3,-0.183,1.627,-2.055,-0.428,2.11844,,,1158.0
L23,2015,2014-10-23,2015-04-30,2015-10-19,64.6082689999997,-20.116734,1163.0,7.07,481.0,,3.75,600.0,,0.329,3.4,-1.15,2.25,3.155,-0.821,2.334,3.40067,2.25,1.15067,1160.0
L23,2016,2015-10-19,2016-04-25,2016-11-03,64.6080929999997,-20.1166039999999,1162.0,4.41,477.0,,,,0.259,0.147,2.104,-2.363,-0.259,1.775,-2.216,-0.441,2.10357,,,1159.0
L23,2017,2016-11-03,2017-04-26,2017-10-21,64.6081539999997,-20.1166969999999,1163.0,6.02,602.0,,1.91666666666667,600.0,,0.0875,3.625,-2.476,1.15,3.478,-2.3885,1.0905,3.62404,1.15,2.47404,1160.0
L23,2018,2017-10-21,2018-04-26,2018-10-05,64.6080859999996,-20.116446,1161.0,4.09,471.882640586797,,2.36,600.0,,0.3465,1.93,-0.514,1.416,1.8425,-0.1675,1.675,1.93,1.416,0.514,1158.0
L23,2019,2018-10-05,2019-04-25,2019-11-14,64.6079409999996,-20.116106,1162.0,4.89,506.0,,,,0.263,0.1645,2.474,-2.737,-0.263,2.1275,-2.5725,-0.445,2.47434,,,1159.0
L23,2020,2019-11-14,2020-04-23,2020-10-19,64.6079067843646,-20.1161148217301,1160.6196982718,5.03,475.149105367793,,1.38,600.0,,0.315,2.39,-1.562,0.828,2.2255,-1.247,0.9785,2.39,0.828,1.562,1157.6196982718
L23,2021,2020-10-19,2021-04-26,2021-11-12,64.6078716256716,-20.1160756163216,1161.76,5.16,534.5,,,,,0.5075,2.75,-2.75,0.0,2.435,-2.2425,0.1925,2.75802,,,1158.76
L23,2022,2021-11-12,2022-04-27,2022-10-07,64.6078716256716,-20.1160756163216,1161.76,5.85,555.0,,3.54666666666667,600.0,,0.126,3.25,-1.12,2.13,2.7425,-0.994,1.7485,3.24675,2.128,1.11875,1158.76
L24,2014,,2014-04-29,2014-10-24,64.7539899999997,-20.18297,752.0,1.1,562.0,,,,6.102,0.0875,0.619,-6.721,-6.102,0.619,-6.6335,-6.0145,0.6182,,,749.0
L24,2015,2014-10-24,2015-04-30,2015-10-19,64.7540209999996,-20.1831299999999,745.0,2.74,536.0,,,,2.187,0.0245,1.47,-3.657,-2.187,1.3825,-3.6325,-2.25,1.46864,,,742.0
L24,2016,2015-10-19,2016-04-25,2016-11-03,64.7539829999996,-20.1830580000001,744.0,1.86,512.0,,,,5.454,0.0,0.952,-6.406,-5.454,0.9275,-6.406,-5.4785,0.95232,,,741.0
L24,2017,2016-11-03,2017-04-25,2017-10-21,64.7539829999997,-20.183153,740.0,2.04,560.5,,,,5.418,0.014,1.14,-6.558,-5.418,1.14,-6.544,-5.404,1.14342,,,737.0
L24,2018,2017-10-21,2018-04-26,2018-10-05,64.7539669999997,-20.1835020000001,735.0,2.2,572.727272727273,,,,3.06,0.0945,1.26,-4.32,-3.06,1.246,-4.2255,-2.9795,1.26,,,732.0
