stake,yr,d1,d2,d3,lat,lon,elevation,dw,rhow,ice_melt_spring,ds,rhos,ice_melt_fall,nswe_fall,bw_stratigraphic,bs_stratigraphic,ba_stratigraphic,bw_floating_date,bs_floating_date,ba_floating_date,swew,swes,snow_melt_fall,fall_elevation
L14,2005,2004-10-22,2005-04-24,2005-10-13,64.6500899999997,-20.02039,1159.0,4.2,490.0,,0.898333333333333,600.0,,0.35,2.06,-1.521,0.539,1.955,-1.171,0.784,2.058,0.539,1.519,1156.0
L14,2006,2005-10-13,2006-05-18,2006-10-25,64.6498299999996,-20.02002,1163.0,4.48,577.0,,0.833333333333333,600.0,,0.0595,2.58,-2.08,0.5,2.23,-2.0205,0.2095,2.58496,0.5,2.08496,1160.0
L14,2007,2006-10-25,2007-04-27,2007-09-25,64.6499999999996,-20.02023,1161.0,3.98,489.0,,,,0.196,0.105,1.948,-2.144,-0.196,1.8885,-2.039,-0.1505,1.94622,,,1158.0
L14,2008,2007-09-25,2008-04-21,2008-08-31,64.6500899999997,-20.02024,1161.0,5.17,473.0,,0.02,600.0,,,2.445,-2.433,0.012,2.34,-2.433,-0.093,2.44541,0.012,2.43341,1158.0
L14,2009,2008-08-31,2009-04-20,2009-09-23,64.6500799999997,-20.02028,1159.0,5.14,477.0,,1.84,600.0,,0.042,2.45,-1.346,1.104,2.45,-1.304,1.146,2.45178,1.104,1.34778,1156.0
L14,2010,2009-09-23,2010-04-19,2010-10-04,64.6499939999997,-20.02034,1157.0,3.35,424.0,,,,2.43,0.0,1.42,-3.85,-2.43,1.378,-3.85,-2.472,1.4204,,,1154.0
L14,2011,2010-10-04,2011-04-16,2011-09-22,64.6500849999997,-20.0203499999999,1154.0,4.21,477.0,,,,0.111,0.0525,2.007,-2.118,-0.111,2.007,-2.0655,-0.0585,2.00817,,,1151.0
L14,2012,2011-09-22,2012-04-26,2012-10-01,64.6500549999996,-20.0201819999999,1154.0,5.68,527.0,,1.45,600.0,,0.105,2.993,-2.123,0.87,2.9405,-2.018,0.9225,2.99336,0.87,2.12336,1151.0
L14,2013,2012-10-01,2013-04-24,2013-11-18,64.6500549999996,-20.0201819999999,1154.0,3.45,481.0,,0.27,600.0,,0.4725,1.66,-1.498,0.162,1.555,-1.0255,0.5295,1.65945,0.162,1.49745,1151.0
L14,2014,2013-11-18,2014-04-29,2014-10-23,64.6499179999996,-20.0202900000001,1153.0,3.54,482.0,,,,0.894,0.308,1.705,-2.599,-0.894,1.2325,-2.291,-1.0585,1.70628,,,1150.0
L14,2015,2014-10-23,2015-04-30,2015-10-19,64.6499329999997,-20.020378,1152.0,6.01,479.0,,2.75,600.0,,0.252,2.88,-1.23,1.65,2.572,-0.978,1.594,2.87879,1.65,1.22879,1149.0
L14,2016,2015-10-19,2016-04-25,2016-11-03,64.6500399999997,-20.020283,1153.0,4.67,484.0,,0.12,600.0,,0.067375,2.26,-2.188,0.072,2.008,-2.120625,-0.112625,2.26028,0.072,2.18828,1150.0
L14,2017,2016-11-03,2017-04-25,2017-10-21,64.6499099999997,-20.020317,1153.0,5.81,502.0,,1.06166666666667,600.0,,0.077,2.919,-2.282,0.637,2.851625,-2.205,0.646625,2.91662,0.637000000000002,2.27962,1150.0
L14,2018,2017-10-21,2018-04-26,2018-10-05,64.6497499999996,-20.020338,1151.0,3.89,470.437017994859,,1.52,600.0,,0.343,1.83,-0.918,0.912,1.753,-0.575,1.178,1.83,0.912,0.918000000000002,1148.0
L14,2019,2018-10-05,2019-04-25,2019-11-14,64.6492999999997,-20.0220699999999,1152.0,5.75,522.0,,0.48,600.0,,0.1925,3.001,-2.714,0.288,2.658,-2.5215,0.1375,3.0015,0.288,2.7135,1149.0
L14,2020,2019-11-14,2020-04-23,2020-10-19,64.6492706639609,-20.0220852712738,1151.4512733254,4.41,471.655328798186,,0.8,600.0,,0.1995,2.08,-1.6,0.48,1.8875,-1.4005,0.487,2.08,0.48,1.6,1148.4512733254
L14,2021,2020-10-19,2021-04-26,2021-11-12,64.6492264113658,-20.0220239585386,1152.36,4.12,528.1,,,,0.57,0.49,2.18,-2.75,-0.57,1.9805,-2.26,-0.2795,2.175772,,,1149.36
L14,2022,2021-11-12,2022-04-26,2022-10-06,64.6492264113658,-20.0220239585386,1152.36,5.71,552.6,,1.9,600.0,,0.105,3.16,-2.02,1.14,2.67,-1.915,0.755,3.155346,1.14,2.015346,1149.36
L15,1997,,1997-04-20,1997-10-12,64.6999999999997,-20.05,1175.33044394268,3.96,525.0,,0.383333333333333,600.0,,0.0525,2.08,-1.85,0.23,2.08,-1.7975,0.2825,2.079,0.23,1.849,1172.33044394268
L15,1998,1997-10-05,1998-04-21,1998-09-16,64.6800299999997,-20.0689099999999,1194.0,3.55,446.0,,,,0.02,0.0245,1.58,-1.6,-0.02,1.5275,-1.5755,-0.048,1.5833,,,1191.0
L15,1999,1998-09-16,1999-04-23,1999-09-28,64.6802499999996,-20.0686499999999,1199.0,5.0,475.0,,1.67,600.0,,0.035,2.377,-1.375,1.002,2.3525,-1.34,1.0125,2.375,1.002,1.373,1196.0
L15,2000,1999-09-28,2000-04-27,2000-10-04,64.6800299999997,-20.06904,1198.0,5.68,533.450704225352,,3.90333333333333,600.0,,0.1155,3.03,-0.688,2.342,2.995,-0.5725,2.4225,3.03,2.342,0.688000000000001,1195.0
L15,2001,2000-10-04,2001-04-19,2001-10-05,64.6802799999997,-20.0685999999999,1193.0,3.95,488.607594936709,,1.05,600.0,,0.0105,1.925,-1.295,0.63,1.8095,-1.2845,0.525,1.93,0.63,1.3,1190.0
L15,2002,2001-10-05,2002-04-24,2002-10-15,64.6802299999996,-20.06856,1193.0,4.87,467.096324435318,,0.55,600.0,,0.0,2.275,-1.945,0.33,2.2645,-1.945,0.3195,2.2747591,0.33,1.9447591,1190.0
L15,2003,2002-10-15,2003-05-04,2003-10-30,64.6803399999997,-20.0682700000001,1192.0,4.56,555.568399378369,,1.46,600.0,,0.07,2.53,-1.654,0.876,2.53,-1.584,0.946,2.53339190116536,0.876,1.65739190116536,1189.0
L15,2004,2003-10-30,2004-05-08,2004-10-22,64.6802499999997,-20.06842,1194.0,5.41,551.0,,1.48,600.0,,0.273,2.98,-2.092,0.888,2.91,-1.819,1.091,2.98091,0.888,2.09291,1191.0
L15,2005,2004-10-22,2005-04-23,2005-10-13,64.6802499999996,-20.0683800000001,1189.0,4.21,489.0,,1.08666666666667,600.0,,0.4095,2.06,-1.408,0.652,1.787,-0.9985,0.7885,2.05869,0.652000000000002,1.40669,1186.0
L15,2006,2005-10-13,2006-05-18,2006-10-25,64.6802599999997,-20.0680000000001,1192.0,5.41,576.0,,2.05833333333333,600.0,,0.105,3.12,-1.885,1.235,2.7105,-1.78,0.9305,3.11616,1.235,1.88116,1189.0
L15,2007,2006-10-25,2007-04-27,2007-09-25,64.6801299999997,-20.0682399999999,1191.0,4.55,520.0,,0.77,600.0,,0.1295,2.372,-1.91,0.462,2.267,-1.7805,0.4865,2.366,0.462,1.904,1188.0
L15,2008,2007-09-25,2008-04-21,2008-08-31,64.6801999999997,-20.0683600000001,1190.0,4.99,488.0,,0.211666666666667,600.0,,,2.433,-2.306,0.127,2.3035,-2.306,-0.0025,2.43512,0.127,2.30812,1187.0
L15,2009,2008-08-31,2009-04-20,2009-09-23,64.6802699999997,-20.0684600000001,1190.0,5.08,478.0,,1.96,600.0,,0.056,2.43,-1.254,1.176,2.43,-1.198,1.232,2.42824,1.176,1.25224,1187.0
L15,2010,2009-09-23,2010-04-18,2010-10-04,64.6802219999997,-20.0684389999999,1187.0,3.85,479.0,,,,2.37,0.009,1.84,-4.21,-2.37,1.784,-4.201,-2.417,1.84415,,,1184.0
L15,2011,2010-10-04,2011-04-16,2011-09-22,64.6802829999997,-20.0681859999999,1184.0,4.47,460.0,,,,0.28,0.0525,2.055,-2.335,-0.28,2.046,-2.2825,-0.2365,2.0562,,,1181.0
L15,2012,2011-09-22,2012-04-26,2012-10-01,64.6802519999997,-20.0682370000001,1184.0,5.55,519.0,,1.295,600.0,,0.21,2.879,-2.102,0.777,2.8265,-1.892,0.9345,2.88045,0.777,2.10345,1181.0
L15,2013,2012-10-01,2013-04-24,2013-10-15,64.6802519999997,-20.0682370000001,1184.0,4.12,486.0,,0.81,600.0,,0.161,2.004,-1.518,0.486,1.794,-1.357,0.437,2.00232,0.486,1.51632,1181.0
L15,2014,2013-10-15,2014-04-30,2014-10-23,64.6803209999997,-20.0682200000001,1186.0,4.12,486.0,,,,0.21,0.2905,2.004,-2.214,-0.21,1.843,-1.9235,-0.0805,2.00232,,,1183.0
L15,2015,2014-10-23,2015-04-30,2015-10-19,64.6803209999997,-20.068306,1183.0,6.44,483.0,,3.25,600.0,,0.266,3.11,-1.16,1.95,2.8195,-0.894,1.9255,3.11052,1.95,1.16052,1180.0
L15,2016,2015-10-19,2016-04-25,2016-11-03,64.6802439999997,-20.068499,1183.0,4.72,481.0,,1.3,600.0,,0.0735,2.27,-1.49,0.78,2.004,-1.4165,0.5875,2.27032,0.78,1.49032,1180.0
L15,2017,2016-11-03,2017-04-24,2017-10-21,64.6802829999997,-20.068296,1183.0,5.32,500.0,,0.963333333333333,600.0,,0.245,2.66,-2.082,0.578,2.5865,-1.837,0.7495,2.66,0.578,2.082,1180.0
L15,2018,2017-10-21,2018-04-26,2018-10-05,64.6802749999997,-20.0687480000001,1181.0,4.13,496.36803874092,,1.77,600.0,,0.2975,2.05,-0.988,1.062,1.805,-0.6905,1.1145,2.05,1.062,0.987999999999999,1178.0
L15,2019,2018-10-05,2019-04-24,2019-11-13,64.6798479999997,-20.068987,1183.0,5.17,510.0,,0.38,600.0,,0.161,2.637,-2.409,0.228,2.3395,-2.248,0.0915,2.6367,0.228,2.4087,1180.0
L15,2020,2019-11-13,2020-04-23,2020-10-19,64.6797930434609,-20.0689653223932,1181.8275876084,4.45,469.662921348315,,0.96,600.0,,0.2695,2.09,-1.514,0.576,1.929,-1.2445,0.6845,2.09,0.576,1.514,1178.8275876084
L15,2021,2020-10-19,2021-04-26,2021-11-11,64.6798369262222,-20.0689413479598,1182.71,5.14,514.0,,,,0.195,0.5425,2.64,-2.835,-0.195,2.3705,-2.2925,0.078,2.64196,,,1179.71
L15,2022,2021-11-11,2022-04-27,2022-10-06,64.6798369262222,-20.0689413479598,1182.71,5.28,536.0,,2.42,600.0,,0.105,2.83,-1.38,1.45,2.2875,-1.275,1.0125,2.83008,1.452,1.37808,1179.71
L16,1999,1998-09-16,1999-04-23,1999-09-28,64.6417699999997,-20.1686299999999,1271.0,4.84,489.0,,2.15166666666667,600.0,,0.0875,2.364,-1.073,1.291,2.364,-0.9855,1.3785,2.36676,1.291,1.07576,1268.0
L16,2000,1999-09-28,2000-04-27,2000-10-04,64.6419499999997,-20.1687299999999,1274.0,7.48,536.096256684492,,3.685,600.0,,0.0945,4.01,-1.199,2.211,3.9225,-1.1045,2.218,4.01,2.211,1.799,1271.0
L16,2001,2000-10-04,2001-04-19,2001-10-05,64.6418599999997,-20.1687599999999,1265.0,3.98,482.412060301508,,1.97,600.0,,0.0,1.919,-0.737,1.182,1.8245,-0.737,1.0875,1.92,1.182,0.738000000000002,1262.0
L16,2002,2001-10-05,2002-04-24,2002-10-15,64.6420799999996,-20.1691199999999,1268.0,5.47,461.38042047532,,1.97,600.0,,0.0,2.524,-1.342,1.182,2.524,-1.342,1.182,2.5237509,1.182,1.3417509,1265.0
L16,2003,2002-10-15,2003-04-26,2003-10-30,64.6421599999996,-20.16948,1271.0,5.66,583.046613902064,,1.67,600.0,,0.0,3.3,-2.298,1.002,3.3,-2.298,1.002,3.30004383468568,1.002,2.29804383468568,1268.0
L16,2004,2003-10-30,2004-05-08,2004-10-22,64.6420199999996,-20.1690000000001,1271.0,5.74,531.0,,2.6,600.0,,0.1365,3.047,-1.487,1.56,3.047,-1.3505,1.6965,3.04794,1.56,1.48794,1268.0
L16,2005,2004-10-22,2005-04-24,2005-10-20,64.6420099999997,-20.16903,1266.0,5.08,485.0,,2.19166666666667,600.0,,0.392,2.46,-1.145,1.315,2.3235,-0.753,1.5705,2.4638,1.315,1.1488,1263.0
L16,2006,2005-10-20,2006-05-18,2006-10-25,64.6419799999996,-20.1688300000001,1269.0,6.16,558.0,,3.62,600.0,,0.14,3.43,-1.258,2.172,3.038,-1.118,1.92,3.43728,2.172,1.26528,1266.0
L16,2007,2006-10-25,2007-04-28,2007-09-25,64.6421499999996,-20.1691799999999,1268.0,5.49,493.0,,1.84,600.0,,0.1225,2.708,-1.604,1.104,2.568,-1.4815,1.0865,2.70657,1.104,1.60257,1265.0
L16,2008,2007-09-25,2008-04-21,2008-08-31,64.6419599999997,-20.16903,1268.0,6.14,486.0,,1.76666666666667,600.0,,0.012,2.983,-1.923,1.06,2.8605,-1.911,0.9495,2.98404,1.06,1.92404,1265.0
L16,2009,2008-08-31,2009-04-21,2009-09-23,64.6418599999996,-20.16886,1266.0,5.92,426.0,,3.01666666666667,600.0,,0.0525,2.52,-0.71,1.81,2.508,-0.6575,1.8505,2.52192,1.81,0.711919999999998,1263.0
L16,2010,2009-09-23,2010-04-19,,64.6419979999997,-20.168999,1264.0,3.71,449.0,,,,,0.0,1.67,,,1.6175,,,1.66579,,,1261.0
L16,2011,,2011-04-17,2011-09-22,64.6420059999997,-20.168943,1262.0,5.55,477.0,,1.38,600.0,,0.0,2.648,-1.82,0.828,2.648,-1.82,0.828,2.64735,0.828,1.81935,1259.0
L16,2012,2011-09-22,2012-04-26,2012-10-01,64.6420439999997,-20.168905,1261.0,6.49,517.0,,2.45333333333333,600.0,,0.308,3.353,-1.881,1.472,3.353,-1.573,1.78,3.35533,1.472,1.88333,1258.0
L16,2013,2012-10-01,2013-04-24,2013-10-15,64.6420439999997,-20.168905,1261.0,4.63,498.0,,1.98333333333333,600.0,,0.2415,2.306,-1.116,1.19,1.998,-0.8745,1.1235,2.30574,1.19,1.11574,1258.0
L16,2014,2013-10-15,2014-04-29,2014-10-23,64.6419679999997,-20.168909,1260.0,4.4,464.0,,,,0.057,0.2975,2.043,-2.1,-0.057,1.8015,-1.8025,-0.001,2.0416,,,1257.0
L16,2015,2014-10-23,2015-05-01,2015-10-19,64.6419909999997,-20.1689640000001,1261.0,6.95,501.0,,4.36,600.0,,0.4025,3.48,-0.864,2.616,3.1825,-0.4615,2.721,3.48195,2.616,0.86595,1258.0
L16,2016,2015-10-19,2016-04-25,2016-11-03,64.6419829999996,-20.1689260000001,1261.0,5.23,490.0,,1.335,600.0,,0.15925,2.563,-1.762,0.801,2.1605,-1.60275,0.55775,2.5627,0.801,1.7617,1258.0
L16,2017,2016-11-03,2017-04-24,2017-10-21,64.6419449999997,-20.1689570000001,1261.0,5.94,510.0,,2.55166666666667,600.0,,0.1505,3.007,-1.476,1.531,2.84775,-1.3255,1.52225,3.0294,1.531,1.4984,1258.0
L16,2018,2017-10-21,2018-04-25,2018-10-05,64.6419139999997,-20.169067,1260.0,4.63,464.362850971922,,3.06,600.0,,0.315,2.15,-0.314,1.836,1.9995,0.001,2.0005,2.15,1.836,0.313999999999999,1257.0
L16,2019,2018-10-05,2019-04-24,2019-11-13,64.6419599999997,-20.168839,1261.0,5.36,508.0,,0.866666666666667,600.0,,0.28,2.723,-2.203,0.52,2.408,-1.923,0.485,2.72288,0.52,2.20288,1258.0
L16,2020,2019-11-13,2020-04-24,2020-10-19,64.6419605806895,-20.1688926522031,1260.974,5.54,471.119133574007,,2.84,600.0,,0.2345,2.61,-0.906,1.704,2.33,-0.6715,1.6585,2.61,1.704,0.905999999999999,1257.974
L16,2021,2020-10-19,2021-04-26,2021-11-11,64.6419812384256,-20.1687936156285,1262.05,4.86,519.0,,1.24,600.0,,0.5425,2.52,-1.776,0.744,2.2855,-1.2335,1.052,2.52234,0.744,1.77834,1259.05
L16,2022,2021-11-11,2022-04-27,2022-10-06,64.6419812384256,-20.1687936156285,1262.05,6.95,491.0,,4.11666666666667,600.0,,0.1645,3.41,-0.94,2.47,2.8675,-0.7755,2.092,3.41245,2.47,0.942449999999998,1259.05
L17,1997,,1997-04-20,1997-10-12,64.7633333333327,-20.0085,1335.80438292203,3.72,495.0,,1.35166666666667,600.0,,,1.841,-1.03,0.811,1.841,-1.03,0.811,1.8414,0.811000000000002,1.0304,1332.80438292203
L17,1998,1997-10-05,1998-04-21,1998-09-16,64.7496099999997,-19.9899600000001,1353.0,3.24,448.0,,0.321666666666667,600.0,,0.0875,1.455,-1.262,0.193,1.455,-1.1745,0.2805,1.45152,0.193,1.25852,1350.0
L17,1999,1998-09-16,1999-04-23,1999-09-28,64.7496999999997,-19.9896999999999,1357.0,4.57,459.0,,1.845,600.0,,0.0525,2.097,-0.99,1.107,2.0095,-0.9375,1.072,2.09763,1.107,0.99063,1354.0
L17,2000,1999-09-28,2000-04-28,2000-10-04,64.7497999999997,-19.9926799999999,1349.0,4.75,517.894736842105,,0.978333333333333,600.0,,0.1295,2.46,-1.873,0.587,2.4075,-1.7435,0.664,2.46,0.587,1.873,1346.0
L17,2001,2000-10-04,2001-04-19,2001-10-05,64.7498299999997,-19.99264,1346.0,2.95,457.627118644068,,0.64,600.0,,0.0175,1.347,-0.963,0.384,1.2175,-0.9455,0.272,1.35,0.384,0.966000000000001,1343.0
L17,2002,2001-10-05,2002-04-25,2002-10-15,64.7500299999997,-19.9931300000001,1348.0,3.81,443.708661417323,,0.32,600.0,,0.0,1.691,-1.499,0.192,1.6735,-1.499,0.1745,1.69053,0.192,1.49853,1345.0
L17,2003,2002-10-15,2003-05-04,2003-10-30,64.7498199999996,-19.9932500000001,1347.0,4.36,548.92897350007,,,,0.67,0.07,2.33,-3.0,-0.67,2.33,-2.93,-0.6,2.39333032446031,,,1344.0
L17,2004,2003-10-30,2004-05-08,2004-10-22,64.7499899999996,-19.9932100000001,1347.0,4.43,494.0,,1.5,600.0,,0.1575,2.189,-1.289,0.9,2.119,-1.1315,0.9875,2.18842,0.9,1.28842,1344.0
L17,2005,2004-10-22,2005-04-23,2005-10-13,64.7498299999997,-19.9931399999999,1345.0,4.01,472.0,,1.325,600.0,,0.399,1.89,-1.095,0.795,1.7325,-0.696,1.0365,1.89272,0.795,1.09772,1342.0
L17,2006,2005-10-13,2006-05-18,2006-10-25,64.7501499999997,-19.99312,1348.0,4.65,510.0,,1.48833333333333,600.0,,0.0875,2.37,-1.477,0.893,1.971,-1.3895,0.5815,2.3715,0.892999999999998,1.4785,1345.0
L17,2007,2006-10-25,2007-04-27,2007-09-25,64.7498899999997,-19.9931000000001,1347.0,3.95,456.0,,0.586666666666667,600.0,,0.07,1.799,-1.447,0.352,1.7115,-1.377,0.3345,1.8012,0.352,1.4492,1344.0
L17,2008,2007-09-25,2008-04-20,2008-08-31,64.7500099999996,-19.99319,1347.0,5.1,486.0,,0.875,600.0,,0.042,2.479,-1.954,0.525,2.409,-1.912,0.497,2.4786,0.525,1.9536,1344.0
L17,2009,2008-08-31,2009-04-20,2009-09-23,64.7500399999997,-19.9927200000001,1346.0,4.5,447.0,,1.56,600.0,,0.0315,2.01,-1.074,0.936,1.968,-1.0425,0.9255,2.0115,0.936,1.0755,1343.0
L17,2010,2009-09-23,2010-04-18,,64.7499539999997,-19.992931,1345.0,2.68,453.0,,,,,0.0,1.21,,,1.1785,,,1.21404,,,1342.0
L17,2011,,2011-04-16,2011-11-18,64.7500839999997,-19.992872,1341.0,3.9,439.0,,0.4,600.0,,0.6475,1.714,-1.474,0.24,1.714,-0.8265,0.8875,1.7121,0.24,1.4721,1338.0
L17,2012,2011-11-18,2012-04-26,2012-10-02,64.7500309999997,-19.9930379999999,1342.0,5.11,508.0,,1.32,600.0,,0.1785,2.598,-1.806,0.792,1.9505,-1.6275,0.323,2.59588,0.792,1.80388,1339.0
L17,2013,2012-10-02,2013-04-24,2013-11-18,64.7500309999997,-19.9930379999999,1342.0,3.87,472.0,,0.95,600.0,,0.385,1.83,-1.26,0.57,1.6515,-0.875,0.7765,1.82664,0.57,1.25664,1339.0
L17,2014,2013-11-18,2014-04-30,2014-10-23,64.7501219999997,-19.9929790000001,1344.0,3.77,421.0,,0.1,600.0,,0.3255,1.59,-1.53,0.06,1.205,-1.2045,0.0005,1.58717,0.06,1.52717,1341.0
L17,2015,2014-10-23,2015-04-30,2015-10-19,64.7525709999996,-19.9846650000001,1358.0,5.47,475.0,,3.155,600.0,,0.343,2.6,-0.707,1.893,2.2745,-0.364,1.9105,2.59825,1.893,0.70525,1355.0
L17,2016,2015-10-19,2016-04-26,2016-11-03,64.7525859999997,-19.984739,1359.0,3.87,472.0,,0.11,600.0,,0.1715,1.827,-1.761,0.066,1.484,-1.5895,-0.1055,1.82664,0.066,1.76064,1356.0
L17,2017,2016-11-03,2017-04-25,2017-10-21,64.7527469999997,-19.9847980000001,1359.0,5.75,492.0,,2.70833333333333,600.0,,0.2975,2.83,-1.205,1.625,2.6585,-0.9075,1.751,2.829,1.625,1.204,1356.0
L17,2018,2017-10-21,2018-04-26,2018-10-05,64.7527389999997,-19.9848269999999,1359.0,4.21,470.308788598575,,2.26,600.0,,0.322,1.98,-0.624,1.356,1.6825,-0.302,1.3805,1.98,1.356,0.624000000000001,1356.0
L17,2019,2018-10-05,2019-04-24,2019-11-13,64.7524799999997,-19.9850559999999,1359.0,5.2,471.0,,1.3,600.0,,0.203,2.449,-1.669,0.78,2.127,-1.466,0.661,2.4492,0.78,1.6692,1356.0
L17,2020,2019-11-13,2020-04-23,2020-10-19,64.7525358058628,-19.9850812684223,1357.988,3.52,471.590909090909,,1.42,600.0,,0.308,1.66,-0.808,0.852,1.457,-0.5,0.957,1.66,0.852,0.808,1354.988
L17,2021,2020-10-19,2021-04-27,2021-11-11,64.7525778181237,-19.9851325262812,1358.84,4.8,463.0,,,,,0.5915,2.22,-2.22,0.0,1.912,-1.6285,0.2835,2.2224,,,1355.84
L17,2022,2021-11-11,2022-04-26,2022-10-07,64.7525778181237,-19.9851325262812,1358.84,5.4,501.0,,2.79,600.0,,0.2345,2.71,-1.04,1.67,2.1185,-0.8055,1.313,2.7054,1.674,1.0314,1355.84
L18,1997,,1997-04-14,1997-10-12,64.8206666666667,-19.95,1425.89210978619,3.5,476.0,,1.125,600.0,,,1.67,-0.995,0.675,1.67,-0.995,0.675,1.666,0.675,0.991,1422.89210978619
L18,1998,1997-10-05,1998-04-21,1998-09-16,64.8296399999997,-19.9368099999999,1432.0,3.46,451.0,,0.748333333333333,600.0,,0.14,1.555,-1.106,0.449,1.555,-0.966,0.589,1.56046,0.449,1.11146,1429.0
L18,1999,1998-09-16,1999-04-23,1999-09-28,64.8294999999997,-19.9366300000001,1433.0,4.8,487.0,,2.29333333333333,600.0,,0.0525,2.336,-0.96,1.376,2.196,-0.9075,1.2885,2.3376,1.376,0.961600000000002,1430.0
L18,2000,1999-09-28,2000-04-28,2000-10-04,64.8295999999997,-19.9360600000001,1435.0,6.12,531.045751633987,,4.08,600.0,,0.119,3.25,-0.802,2.448,3.1975,-0.683,2.5145,3.25,2.448,0.802000000000001,1432.0
L18,2001,2000-10-04,2001-04-20,2001-10-05,64.8294799999997,-19.9365,1429.0,3.98,487.437185929648,,2.3,600.0,,0.0175,1.943,-0.563,1.38,1.824,-0.5455,1.2785,1.94,1.38,0.559999999999999,1426.0
L18,2002,2001-10-05,2002-04-24,2002-10-15,64.8294999999997,-19.9361599999999,1430.0,4.77,451.327023060797,,2.09,600.0,,0.0385,2.153,-0.899,1.254,2.1355,-0.8605,1.275,2.1528299,1.254,0.898829900000002,1427.0
L18,2003,2002-10-15,2003-05-05,2003-10-30,64.8294799999997,-19.93637,1430.0,5.85,520.206067985869,,1.73333333333333,600.0,,0.105,3.04,-2.0,1.04,3.0015,-1.895,1.1065,3.04320549771733,1.04,2.00320549771734,1427.0
L18,2004,2003-10-30,2004-05-08,2004-10-22,64.8294699999996,-19.9366600000001,1428.0,5.14,498.0,,2.64,600.0,,0.0,2.561,-0.977,1.584,2.456,-0.977,1.479,2.55972,1.584,0.97572,1425.0
L18,2005,2004-10-22,2005-04-23,2005-10-13,64.8298199999997,-19.93686,1428.0,4.74,466.0,,2.41,600.0,,0.5005,2.21,-0.764,1.446,2.21,-0.2635,1.9465,2.20884,1.446,0.76284,1425.0
L18,2006,2005-10-13,2006-05-17,2006-10-25,64.8296099999997,-19.93605,1432.0,5.28,520.0,,2.64333333333333,600.0,,0.1225,2.756,-1.17,1.586,2.2555,-1.0475,1.208,2.7456,1.586,1.1596,1429.0
L18,2007,2006-10-25,2007-04-27,2007-09-25,64.8297599999997,-19.93646,1431.0,4.22,481.0,,1.405,600.0,,0.1575,2.03,-1.187,0.843,1.9075,-1.0295,0.878,2.02982,0.843,1.18682,1428.0
L18,2008,2007-09-25,2008-04-20,2008-08-31,64.8294999999997,-19.9365699999999,1432.0,6.28,486.0,,2.70833333333333,600.0,,0.096,3.024,-1.399,1.625,2.8665,-1.303,1.5635,3.05208,1.625,1.42708,1429.0
L18,2009,2008-08-31,2009-04-21,2009-09-23,64.8294799999997,-19.93626,1429.0,5.06,447.0,,2.90166666666667,600.0,,0.0595,2.261,-0.52,1.741,2.165,-0.4605,1.7045,2.26182,1.741,0.520819999999998,1426.0
L18,2010,2009-09-23,2010-04-18,2010-09-23,64.8295439999997,-19.9364130000001,1430.0,1.13,433.0,,,,1.14,0.0,1.29,-2.43,-1.14,1.2305,-2.43,-1.1995,0.48929,,,1427.0
L18,2011,2010-09-23,2011-04-17,2011-11-18,64.8295519999997,-19.93659,1428.0,5.62,490.0,,3.33,600.0,,0.63,2.756,-0.758,1.998,2.756,-0.128,2.628,2.7538,1.998,0.7558,1425.0
L18,2012,2011-11-18,2012-04-27,2012-10-02,64.8295139999997,-19.9361289999999,1429.0,6.04,512.0,,2.15333333333333,600.0,,0.273,3.092,-1.8,1.292,2.462,-1.527,0.935,3.09248,1.292,1.80048,1426.0
L18,2013,2012-10-02,2013-04-24,2013-11-18,64.8295139999997,-19.9361289999999,1429.0,4.51,455.0,,2.24,600.0,,0.5425,2.055,-0.711,1.344,1.782,-0.1685,1.6135,2.05205,1.344,0.70805,1426.0
L18,2014,2013-11-18,2014-04-30,2014-10-24,64.8295359999997,-19.9366890000001,1428.0,3.89,470.0,,0.68,600.0,,0.3465,1.839,-1.431,0.408,1.2965,-1.0845,0.212,1.8283,0.408,1.4203,1425.0
L18,2015,2014-10-24,2015-05-01,2015-10-19,64.8311999999997,-19.9256880000001,1435.0,5.91,481.0,,3.89,600.0,,0.3325,2.84,-0.506,2.334,2.4935,-0.1735,2.32,2.84271,2.334,0.50871,1432.0
L18,2016,2015-10-19,2016-04-25,2016-11-03,64.8313219999997,-19.9259279999999,1435.0,4.17,490.0,,0.75,600.0,,0.196,2.043,-1.593,0.45,1.7105,-1.397,0.3135,2.0433,0.45,1.5933,1432.0
L18,2017,2016-11-03,2017-04-25,2017-10-21,64.8312299999997,-19.925642,1435.0,6.27,490.0,,3.57833333333333,600.0,,0.28,3.09,-0.943,2.147,2.894,-0.663,2.231,3.0723,2.147,0.925300000000002,1432.0
L18,2018,2017-10-21,2018-04-26,2018-10-05,64.8312149999997,-19.925735,1435.0,4.46,452.914798206278,,3.23,600.0,,0.273,2.02,-0.082,1.938,1.74,0.191,1.931,2.02,1.938,0.0820000000000001,1432.0
L18,2019,2018-10-05,2019-04-25,2019-11-13,64.8312229999997,-19.9262050000001,1436.0,5.65,496.0,,1.99,600.0,,0.189,2.802,-1.608,1.194,2.529,-1.419,1.11,2.8024,1.194,1.6084,1433.0
L18,2020,2019-11-13,2020-04-23,2020-10-19,64.8312323963638,-19.9263136715702,1433.8783391355,5.11,467.710371819961,,2.89,600.0,,0.378,2.39,-0.656,1.734,2.201,-0.278,1.923,2.39,1.734,0.656000000000001,1430.8783391355
